tDate,Country,Vaccine,NumberOfVaccinated
2021-09-18,Chile,CanSino,560762
2021-09-18,Chile,Oxford/AstraZeneca,498966
2021-09-18,Chile,Pfizer/BioNTech,7268669
2021-09-18,Chile,Sinovac,19797478
2021-09-18,Czechia,Johnson&Johnson,224643
2021-09-18,Czechia,Moderna,912860
2021-09-18,Czechia,Pfizer/BioNTech,9697808
2021-09-18,Germany,Johnson&Johnson,3078005
2021-09-18,Germany,Moderna,9587444
2021-09-18,Germany,Oxford/AstraZeneca,12680486
2021-09-18,Germany,Pfizer/BioNTech,80299775
2021-09-18,Iceland,Johnson&Johnson,53800
2021-09-18,Iceland,Moderna,62381
2021-09-18,Iceland,Oxford/AstraZeneca,115455
2021-09-18,Iceland,Pfizer/BioNTech,316651
2021-09-18,Italy,Johnson&Johnson,1463807
2021-09-18,Italy,Moderna,10243127
2021-09-18,Italy,Oxford/AstraZeneca,12139103
2021-09-18,Italy,Pfizer/BioNTech,58467069
2021-09-18,Latvia,Johnson&Johnson,113003
2021-09-18,Latvia,Moderna,241181
2021-09-18,Latvia,Oxford/AstraZeneca,278292
2021-09-18,Latvia,Pfizer/BioNTech,947566
2021-09-18,Lithuania,Johnson&Johnson,370700
2021-09-18,Lithuania,Moderna,259057
2021-09-18,Lithuania,Oxford/AstraZeneca,533195
2021-09-18,Lithuania,Pfizer/BioNTech,2167925
2021-09-18,South Korea,Johnson&Johnson,1415373
2021-09-18,South Korea,Moderna,5261428
2021-09-18,South Korea,Oxford/AstraZeneca,21406125
2021-09-18,South Korea,Pfizer/BioNTech,29135136
2021-09-18,Switzerland,Moderna,6709108
2021-09-18,Switzerland,Pfizer/BioNTech,3426768
2021-09-18,United States,Johnson&Johnson,14812351
2021-09-18,United States,Moderna,149586411
2021-09-18,United States,Pfizer/BioNTech,220137971
