Date,Country,Vaccine,NumberOfVaccinated
2021-07-06,Austria,Johnson&Johnson,139872
2021-07-06,Austria,Moderna,828895
2021-07-06,Austria,Oxford/AstraZeneca,1420706
2021-07-06,Austria,Pfizer/BioNTech,6045303
2021-07-06,Belgium,Johnson&Johnson,276311
2021-07-06,Belgium,Moderna,1064022
2021-07-06,Belgium,Oxford/AstraZeneca,2167946
2021-07-06,Belgium,Pfizer/BioNTech,8164424
2021-07-06,Chile,CanSino,462907
2021-07-06,Chile,Oxford/AstraZeneca,378706
2021-07-06,Chile,Pfizer/BioNTech,5130066
2021-07-06,Chile,Sinovac,17657802
2021-07-06,Czechia,Johnson&Johnson,94288
2021-07-06,Czechia,Moderna,736441
2021-07-06,Czechia,Oxford/AstraZeneca,758974
2021-07-06,Czechia,Pfizer/BioNTech,7020073
2021-07-06,Estonia,Johnson&Johnson,24782
2021-07-06,Estonia,Moderna,96650
2021-07-06,Estonia,Oxford/AstraZeneca,234381
2021-07-06,Estonia,Pfizer/BioNTech,657228
2021-07-06,Finland,Moderna,418477
2021-07-06,Finland,Oxford/AstraZeneca,484763
2021-07-06,Finland,Pfizer/BioNTech,3692089
2021-07-06,France,Johnson&Johnson,594633
2021-07-06,France,Moderna,5457367
2021-07-06,France,Oxford/AstraZeneca,7104286
2021-07-06,France,Pfizer/BioNTech,44685883
2021-07-06,Germany,Johnson&Johnson,2038898
2021-07-06,Germany,Moderna,7012837
2021-07-06,Germany,Oxford/AstraZeneca,11888259
2021-07-06,Germany,Pfizer/BioNTech,57907446
2021-07-06,Hungary,Johnson&Johnson,89033
2021-07-06,Hungary,Moderna,671570
2021-07-06,Hungary,Oxford/AstraZeneca,1184069
2021-07-06,Hungary,Pfizer/BioNTech,4653445
2021-07-06,Hungary,Sinopharm/Beijing,2072771
2021-07-06,Hungary,Sputnik V,1809001
2021-07-06,Iceland,Johnson&Johnson,50573
2021-07-06,Iceland,Moderna,38145
2021-07-06,Iceland,Oxford/AstraZeneca,111965
2021-07-06,Iceland,Pfizer/BioNTech,243474
2021-07-06,Ireland,Johnson&Johnson,72064
2021-07-06,Ireland,Moderna,412837
2021-07-06,Ireland,Oxford/AstraZeneca,1067298
2021-07-06,Ireland,Pfizer/BioNTech,3000589
2021-07-06,Italy,Johnson&Johnson,1255029
2021-07-06,Italy,Moderna,5344434
2021-07-06,Italy,Oxford/AstraZeneca,9416639
2021-07-06,Italy,Pfizer/BioNTech,38942624
2021-07-06,Japan,Moderna,1523100
2021-07-06,Japan,Pfizer/BioNTech,54258337
2021-07-06,Latvia,Johnson&Johnson,67271
2021-07-06,Latvia,Moderna,208355
2021-07-06,Latvia,Oxford/AstraZeneca,285836
2021-07-06,Latvia,Pfizer/BioNTech,640810
2021-07-06,Lithuania,Johnson&Johnson,106156
2021-07-06,Lithuania,Moderna,207652
2021-07-06,Lithuania,Oxford/AstraZeneca,459647
2021-07-06,Lithuania,Pfizer/BioNTech,1580295
2021-07-06,Luxembourg,Johnson&Johnson,28648
2021-07-06,Luxembourg,Moderna,56226
2021-07-06,Luxembourg,Oxford/AstraZeneca,107283
2021-07-06,Luxembourg,Pfizer/BioNTech,406617
2021-07-06,Netherlands,Johnson&Johnson,700795
2021-07-06,Netherlands,Moderna,1375522
2021-07-06,Netherlands,Oxford/AstraZeneca,2821876
2021-07-06,Netherlands,Pfizer/BioNTech,12290267
2021-07-06,Poland,Johnson&Johnson,1038983
2021-07-06,Poland,Moderna,2975938
2021-07-06,Poland,Oxford/AstraZeneca,4988272
2021-07-06,Poland,Pfizer/BioNTech,22044322
2021-07-06,Slovakia,Johnson&Johnson,6132
2021-07-06,Slovakia,Moderna,397507
2021-07-06,Slovakia,Oxford/AstraZeneca,793089
2021-07-06,Slovakia,Pfizer/BioNTech,2559625
2021-07-06,Slovakia,Sputnik V,20084
2021-07-06,Spain,Johnson&Johnson,1363715
2021-07-06,Spain,Moderna,4114323
2021-07-06,Spain,Oxford/AstraZeneca,7927881
2021-07-06,Spain,Pfizer/BioNTech,31701118
2021-07-06,Sweden,Moderna,860396
2021-07-06,Sweden,Oxford/AstraZeneca,1272844
2021-07-06,Sweden,Pfizer/BioNTech,6800381
2021-07-06,Switzerland,Moderna,5102423
2021-07-06,Switzerland,Pfizer/BioNTech,2795405
2021-07-06,United States,Johnson&Johnson,12646604
2021-07-06,United States,Moderna,134973241
2021-07-06,United States,Pfizer/BioNTech,183331181
