Date,Country,Vaccine,NumberOfVaccinated
2021-10-17,Chile,CanSino,569872
2021-10-17,Chile,Oxford/AstraZeneca,519099
2021-10-17,Chile,Pfizer/BioNTech,7350111
2021-10-17,Chile,Sinovac,21523256
2021-10-17,Czechia,Johnson&Johnson,249632
2021-10-17,Czechia,Moderna,931004
2021-10-17,Czechia,Pfizer/BioNTech,9896299
2021-10-17,France,Johnson&Johnson,1046526
2021-10-17,France,Moderna,10970683
2021-10-17,France,Oxford/AstraZeneca,7793939
2021-10-17,France,Pfizer/BioNTech,77529795
2021-10-17,Germany,Johnson&Johnson,3266912
2021-10-17,Germany,Moderna,9733702
2021-10-17,Germany,Oxford/AstraZeneca,12700384
2021-10-17,Germany,Pfizer/BioNTech,84340654
2021-10-17,Iceland,Johnson&Johnson,53984
2021-10-17,Iceland,Moderna,62645
2021-10-17,Iceland,Oxford/AstraZeneca,115521
2021-10-17,Iceland,Pfizer/BioNTech,331894
2021-10-17,Italy,Johnson&Johnson,1488613
2021-10-17,Italy,Moderna,11116765
2021-10-17,Italy,Oxford/AstraZeneca,12155339
2021-10-17,Italy,Pfizer/BioNTech,62919900
2021-10-17,Latvia,Johnson&Johnson,184808
2021-10-17,Latvia,Moderna,253861
2021-10-17,Latvia,Oxford/AstraZeneca,262353
2021-10-17,Latvia,Pfizer/BioNTech,1090422
2021-10-17,South Korea,Johnson&Johnson,1472041
2021-10-17,South Korea,Moderna,9586038
2021-10-17,South Korea,Oxford/AstraZeneca,21930029
2021-10-17,South Korea,Pfizer/BioNTech,39188918
2021-10-17,Switzerland,Johnson&Johnson,9749
2021-10-17,Switzerland,Moderna,7115209
2021-10-17,Switzerland,Pfizer/BioNTech,3715901
2021-10-17,United States,Johnson&Johnson,15313732
2021-10-17,United States,Moderna,153795531
2021-10-17,United States,Pfizer/BioNTech,238736184
