Date,Country,Vaccine,NumberOfVaccinated
2021-05-09,Chile,Oxford/AstraZeneca,83112
2021-05-09,Chile,Pfizer/BioNTech,2366132
2021-05-09,Chile,Sinovac,13264332
2021-05-09,Czechia,Johnson&Johnson,15078
2021-05-09,Czechia,Moderna,361169
2021-05-09,Czechia,Oxford/AstraZeneca,406911
2021-05-09,Czechia,Pfizer/BioNTech,2895559
2021-05-09,France,Johnson&Johnson,113995
2021-05-09,France,Moderna,2179489
2021-05-09,France,Oxford/AstraZeneca,4201709
2021-05-09,France,Pfizer/BioNTech,19318177
2021-05-09,Germany,Johnson&Johnson,26052
2021-05-09,Germany,Moderna,2366590
2021-05-09,Germany,Oxford/AstraZeneca,6894377
2021-05-09,Germany,Pfizer/BioNTech,26094928
2021-05-09,Iceland,Johnson&Johnson,8447
2021-05-09,Iceland,Moderna,15358
2021-05-09,Iceland,Oxford/AstraZeneca,59930
2021-05-09,Iceland,Pfizer/BioNTech,104464
2021-05-09,Italy,Johnson&Johnson,184139
2021-05-09,Italy,Moderna,1928159
2021-05-09,Italy,Oxford/AstraZeneca,5258611
2021-05-09,Italy,Pfizer/BioNTech,16874691
2021-05-09,Latvia,Johnson&Johnson,923
2021-05-09,Latvia,Moderna,89768
2021-05-09,Latvia,Oxford/AstraZeneca,155986
2021-05-09,Latvia,Pfizer/BioNTech,163937
2021-05-09,Lithuania,Johnson&Johnson,4018
2021-05-09,Lithuania,Moderna,102410
2021-05-09,Lithuania,Oxford/AstraZeneca,255562
2021-05-09,Lithuania,Pfizer/BioNTech,810748
2021-05-09,Switzerland,Moderna,1679773
2021-05-09,Switzerland,Pfizer/BioNTech,1605352
2021-05-09,United States,Johnson&Johnson,8933802
2021-05-09,United States,Moderna,111933191
2021-05-09,United States,Pfizer/BioNTech,138657097
