tDate,Country,Vaccine,NumberOfVaccinated
2022-11-13,Czechia,Novavax,10829
2022-11-13,Czechia,Pfizer/BioNTech,15519684
2022-11-13,France,Moderna,24031127
2022-11-13,France,Novavax,34469
2022-11-13,France,Pfizer/BioNTech,118236497
2022-11-13,Germany,Johnson&Johnson,3753643
2022-11-13,Germany,Moderna,31548866
2022-11-13,Germany,Novavax,153277
2022-11-13,Germany,Pfizer/BioNTech,137801016
2022-11-13,Germany,Valneva,3193
2022-11-13,Italy,Moderna,34259507
2022-11-13,Italy,Pfizer/BioNTech,94303099
2022-11-13,South Korea,Moderna,25269223
2022-11-13,South Korea,Novavax,864321
2022-11-13,South Korea,Pfizer/BioNTech,81364714
