Date,Country,Vaccine,NumberOfVaccinated
2021-10-09,Chile,CanSino,569053
2021-10-09,Chile,Oxford/AstraZeneca,515527
2021-10-09,Chile,Pfizer/BioNTech,7331047
2021-10-09,Chile,Sinovac,21160558
2021-10-09,Czechia,Johnson&Johnson,242094
2021-10-09,Czechia,Moderna,925646
2021-10-09,Czechia,Pfizer/BioNTech,9838359
2021-10-09,France,Johnson&Johnson,1043555
2021-10-09,France,Moderna,10748462
2021-10-09,France,Oxford/AstraZeneca,7791408
2021-10-09,France,Pfizer/BioNTech,76695738
2021-10-09,Germany,Johnson&Johnson,3233542
2021-10-09,Germany,Moderna,9698459
2021-10-09,Germany,Oxford/AstraZeneca,12697653
2021-10-09,Germany,Pfizer/BioNTech,83408477
2021-10-09,Iceland,Johnson&Johnson,53956
2021-10-09,Iceland,Moderna,62604
2021-10-09,Iceland,Oxford/AstraZeneca,115519
2021-10-09,Iceland,Pfizer/BioNTech,328001
2021-10-09,Italy,Johnson&Johnson,1481383
2021-10-09,Italy,Moderna,10913191
2021-10-09,Italy,Oxford/AstraZeneca,12152130
2021-10-09,Italy,Pfizer/BioNTech,61663306
2021-10-09,Latvia,Johnson&Johnson,154021
2021-10-09,Latvia,Moderna,249458
2021-10-09,Latvia,Oxford/AstraZeneca,261956
2021-10-09,Latvia,Pfizer/BioNTech,1030528
2021-10-09,South Korea,Johnson&Johnson,1459231
2021-10-09,South Korea,Moderna,8589182
2021-10-09,South Korea,Oxford/AstraZeneca,21761000
2021-10-09,South Korea,Pfizer/BioNTech,37080032
2021-10-09,Switzerland,Johnson&Johnson,2247
2021-10-09,Switzerland,Moderna,7008299
2021-10-09,Switzerland,Pfizer/BioNTech,3650476
2021-10-09,United States,Johnson&Johnson,15178784
2021-10-09,United States,Moderna,152840025
2021-10-09,United States,Pfizer/BioNTech,233393286
