Date,Country,Vaccine,NumberOfVaccinated
2021-10-28,Chile,CanSino,571307
2021-10-28,Chile,Oxford/AstraZeneca,527876
2021-10-28,Chile,Pfizer/BioNTech,7387653
2021-10-28,Chile,Sinovac,22439100
2021-10-28,Czechia,Johnson&Johnson,273102
2021-10-28,Czechia,Moderna,948596
2021-10-28,Czechia,Pfizer/BioNTech,10101826
2021-10-28,France,Johnson&Johnson,1048005
2021-10-28,France,Moderna,11111661
2021-10-28,France,Oxford/AstraZeneca,7795250
2021-10-28,France,Pfizer/BioNTech,78925110
2021-10-28,Germany,Johnson&Johnson,3302624
2021-10-28,Germany,Moderna,9780291
2021-10-28,Germany,Oxford/AstraZeneca,12703994
2021-10-28,Germany,Pfizer/BioNTech,85941363
2021-10-28,Iceland,Johnson&Johnson,54033
2021-10-28,Iceland,Moderna,63028
2021-10-28,Iceland,Oxford/AstraZeneca,115546
2021-10-28,Iceland,Pfizer/BioNTech,338836
2021-10-28,Italy,Johnson&Johnson,1491495
2021-10-28,Italy,Moderna,11322495
2021-10-28,Italy,Oxford/AstraZeneca,12157131
2021-10-28,Italy,Pfizer/BioNTech,64542094
2021-10-28,Latvia,Johnson&Johnson,223652
2021-10-28,Latvia,Moderna,278493
2021-10-28,Latvia,Oxford/AstraZeneca,262405
2021-10-28,Latvia,Pfizer/BioNTech,1168028
2021-10-28,South Korea,Johnson&Johnson,1483908
2021-10-28,South Korea,Moderna,11409828
2021-10-28,South Korea,Oxford/AstraZeneca,22080921
2021-10-28,South Korea,Pfizer/BioNTech,42269392
2021-10-28,Switzerland,Johnson&Johnson,19924
2021-10-28,Switzerland,Moderna,7235805
2021-10-28,Switzerland,Pfizer/BioNTech,3794930
2021-10-28,United States,Johnson&Johnson,15521154
2021-10-28,United States,Moderna,156602727
2021-10-28,United States,Pfizer/BioNTech,245237611
