Date,Country,Vaccine,NumberOfVaccinated
2021-09-27,Chile,CanSino,565197
2021-09-27,Chile,Oxford/AstraZeneca,506190
2021-09-27,Chile,Pfizer/BioNTech,7289344
2021-09-27,Chile,Sinovac,20296022
2021-09-27,Czechia,Johnson&Johnson,233162
2021-09-27,Czechia,Moderna,918095
2021-09-27,Czechia,Oxford/AstraZeneca,881345
2021-09-27,Czechia,Pfizer/BioNTech,9759126
2021-09-27,France,Johnson&Johnson,1039522
2021-09-27,France,Moderna,10299494
2021-09-27,France,Oxford/AstraZeneca,7788729
2021-09-27,France,Pfizer/BioNTech,75297318
2021-09-27,Germany,Johnson&Johnson,3162048
2021-09-27,Germany,Moderna,9654495
2021-09-27,Germany,Oxford/AstraZeneca,12689608
2021-09-27,Germany,Pfizer/BioNTech,81729840
2021-09-27,Iceland,Johnson&Johnson,53840
2021-09-27,Iceland,Moderna,62514
2021-09-27,Iceland,Oxford/AstraZeneca,115464
2021-09-27,Iceland,Pfizer/BioNTech,321220
2021-09-27,Italy,Johnson&Johnson,1473066
2021-09-27,Italy,Moderna,10574601
2021-09-27,Italy,Oxford/AstraZeneca,12145730
2021-09-27,Italy,Pfizer/BioNTech,60044129
2021-09-27,Latvia,Johnson&Johnson,126345
2021-09-27,Latvia,Moderna,244834
2021-09-27,Latvia,Oxford/AstraZeneca,272901
2021-09-27,Latvia,Pfizer/BioNTech,980197
2021-09-27,South Korea,Johnson&Johnson,1431592
2021-09-27,South Korea,Moderna,6799212
2021-09-27,South Korea,Oxford/AstraZeneca,21440746
2021-09-27,South Korea,Pfizer/BioNTech,31367471
2021-09-27,Switzerland,Moderna,6841224
2021-09-27,Switzerland,Pfizer/BioNTech,3518557
2021-09-27,United States,Johnson&Johnson,14950507
2021-09-27,United States,Moderna,151102564
2021-09-27,United States,Pfizer/BioNTech,224223342
