tDate,Country,Vaccine,NumberOfVaccinated
2021-07-31,Chile,CanSino,506297
2021-07-31,Chile,Oxford/AstraZeneca,411968
2021-07-31,Chile,Pfizer/BioNTech,6240414
2021-07-31,Chile,Sinovac,18495669
2021-07-31,Czechia,Johnson&Johnson,139795
2021-07-31,Czechia,Moderna,854569
2021-07-31,Czechia,Oxford/AstraZeneca,853313
2021-07-31,Czechia,Pfizer/BioNTech,8501589
2021-07-31,France,Johnson&Johnson,868574
2021-07-31,France,Moderna,7158017
2021-07-31,France,Oxford/AstraZeneca,7703820
2021-07-31,France,Pfizer/BioNTech,58226806
2021-07-31,Germany,Johnson&Johnson,2423704
2021-07-31,Germany,Moderna,8490402
2021-07-31,Germany,Oxford/AstraZeneca,12493882
2021-07-31,Germany,Pfizer/BioNTech,68958036
2021-07-31,Iceland,Johnson&Johnson,53205
2021-07-31,Iceland,Moderna,40317
2021-07-31,Iceland,Oxford/AstraZeneca,115228
2021-07-31,Iceland,Pfizer/BioNTech,262023
2021-07-31,Italy,Johnson&Johnson,1353772
2021-07-31,Italy,Moderna,7105778
2021-07-31,Italy,Oxford/AstraZeneca,11613186
2021-07-31,Italy,Pfizer/BioNTech,48508184
2021-07-31,Japan,Moderna,5276633
2021-07-31,Japan,Pfizer/BioNTech,83804919
2021-07-31,Latvia,Johnson&Johnson,100157
2021-07-31,Latvia,Moderna,221222
2021-07-31,Latvia,Oxford/AstraZeneca,293870
2021-07-31,Latvia,Pfizer/BioNTech,739578
2021-07-31,Lithuania,Johnson&Johnson,163692
2021-07-31,Lithuania,Moderna,224477
2021-07-31,Lithuania,Oxford/AstraZeneca,510438
2021-07-31,Lithuania,Pfizer/BioNTech,1760077
2021-07-31,Switzerland,Moderna,5974163
2021-07-31,Switzerland,Pfizer/BioNTech,3012676
2021-07-31,United States,Johnson&Johnson,13408923
2021-07-31,United States,Moderna,138883719
2021-07-31,United States,Pfizer/BioNTech,193041050
