Date,Country,Vaccine,NumberOfVaccinated
2021-11-25,Chile,CanSino,572953
2021-11-25,Chile,Oxford/AstraZeneca,540476
2021-11-25,Chile,Pfizer/BioNTech,7512695
2021-11-25,Chile,Sinovac,23707717
2021-11-25,Czechia,Johnson&Johnson,377914
2021-11-25,Czechia,Moderna,1054012
2021-11-25,Czechia,Oxford/AstraZeneca,883476
2021-11-25,Czechia,Pfizer/BioNTech,10961329
2021-11-25,France,Johnson&Johnson,1054235
2021-11-25,France,Moderna,11419531
2021-11-25,France,Oxford/AstraZeneca,7801948
2021-11-25,France,Pfizer/BioNTech,83751340
2021-11-25,Germany,Johnson&Johnson,3423859
2021-11-25,Germany,Moderna,10131823
2021-11-25,Germany,Oxford/AstraZeneca,12701336
2021-11-25,Germany,Pfizer/BioNTech,94192283
2021-11-25,Iceland,Johnson&Johnson,54249
2021-11-25,Iceland,Moderna,63322
2021-11-25,Iceland,Oxford/AstraZeneca,115651
2021-11-25,Iceland,Pfizer/BioNTech,407421
2021-11-25,Italy,Johnson&Johnson,1495067
2021-11-25,Italy,Moderna,12250481
2021-11-25,Italy,Oxford/AstraZeneca,12158240
2021-11-25,Italy,Pfizer/BioNTech,68933212
2021-11-25,Latvia,Johnson&Johnson,268245
2021-11-25,Latvia,Moderna,380812
2021-11-25,Latvia,Oxford/AstraZeneca,262576
2021-11-25,Latvia,Pfizer/BioNTech,1317184
2021-11-25,South Korea,Johnson&Johnson,1510814
2021-11-25,South Korea,Moderna,13686004
2021-11-25,South Korea,Oxford/AstraZeneca,22145844
2021-11-25,South Korea,Pfizer/BioNTech,46838602
2021-11-25,Switzerland,Johnson&Johnson,36759
2021-11-25,Switzerland,Moderna,7584202
2021-11-25,Switzerland,Pfizer/BioNTech,4093522
