Date,Country,Vaccine,NumberOfVaccinated
2021-07-20,Austria,Johnson&Johnson,174400
2021-07-20,Austria,Moderna,910289
2021-07-20,Austria,Oxford/AstraZeneca,1512225
2021-07-20,Austria,Pfizer/BioNTech,6426042
2021-07-20,Belgium,Johnson&Johnson,304136
2021-07-20,Belgium,Moderna,1176150
2021-07-20,Belgium,Oxford/AstraZeneca,2454109
2021-07-20,Belgium,Pfizer/BioNTech,9157325
2021-07-20,Chile,CanSino,497469
2021-07-20,Chile,Oxford/AstraZeneca,396105
2021-07-20,Chile,Pfizer/BioNTech,5778402
2021-07-20,Chile,Sinovac,18341645
2021-07-20,Czechia,Johnson&Johnson,110909
2021-07-20,Czechia,Moderna,821631
2021-07-20,Czechia,Oxford/AstraZeneca,821011
2021-07-20,Czechia,Pfizer/BioNTech,7950978
2021-07-20,Estonia,Johnson&Johnson,31556
2021-07-20,Estonia,Moderna,101865
2021-07-20,Estonia,Oxford/AstraZeneca,235603
2021-07-20,Estonia,Pfizer/BioNTech,718240
2021-07-20,Finland,Moderna,466618
2021-07-20,Finland,Oxford/AstraZeneca,536040
2021-07-20,Finland,Pfizer/BioNTech,4055644
2021-07-20,France,Johnson&Johnson,729539
2021-07-20,France,Moderna,6291891
2021-07-20,France,Oxford/AstraZeneca,7520472
2021-07-20,France,Pfizer/BioNTech,51911482
2021-07-20,Germany,Johnson&Johnson,2274989
2021-07-20,Germany,Moderna,8026744
2021-07-20,Germany,Oxford/AstraZeneca,12317303
2021-07-20,Germany,Pfizer/BioNTech,64584886
2021-07-20,Iceland,Johnson&Johnson,53011
2021-07-20,Iceland,Moderna,40237
2021-07-20,Iceland,Oxford/AstraZeneca,114957
2021-07-20,Iceland,Pfizer/BioNTech,259034
2021-07-20,Ireland,Johnson&Johnson,166938
2021-07-20,Ireland,Moderna,480561
2021-07-20,Ireland,Oxford/AstraZeneca,1179552
2021-07-20,Ireland,Pfizer/BioNTech,3456261
2021-07-20,Italy,Johnson&Johnson,1299387
2021-07-20,Italy,Moderna,6191351
2021-07-20,Italy,Oxford/AstraZeneca,10719985
2021-07-20,Italy,Pfizer/BioNTech,44540836
2021-07-20,Japan,Moderna,3162853
2021-07-20,Japan,Pfizer/BioNTech,71902826
2021-07-20,Latvia,Johnson&Johnson,91230
2021-07-20,Latvia,Moderna,216158
2021-07-20,Latvia,Oxford/AstraZeneca,293088
2021-07-20,Latvia,Pfizer/BioNTech,690836
2021-07-20,Lithuania,Johnson&Johnson,143680
2021-07-20,Lithuania,Moderna,216508
2021-07-20,Lithuania,Oxford/AstraZeneca,488432
2021-07-20,Lithuania,Pfizer/BioNTech,1657071
2021-07-20,Luxembourg,Johnson&Johnson,32054
2021-07-20,Luxembourg,Moderna,60324
2021-07-20,Luxembourg,Oxford/AstraZeneca,108332
2021-07-20,Luxembourg,Pfizer/BioNTech,459161
2021-07-20,Poland,Johnson&Johnson,1215287
2021-07-20,Poland,Moderna,3004232
2021-07-20,Poland,Oxford/AstraZeneca,5137722
2021-07-20,Poland,Pfizer/BioNTech,23944528
2021-07-20,Switzerland,Moderna,5685516
2021-07-20,Switzerland,Pfizer/BioNTech,2930373
2021-07-20,United States,Johnson&Johnson,13060192
2021-07-20,United States,Moderna,136952878
2021-07-20,United States,Pfizer/BioNTech,188194066
