Date,Country,Vaccine,NumberOfVaccinated
2021-10-03,Chile,CanSino,567509
2021-10-03,Chile,Oxford/AstraZeneca,510666
2021-10-03,Chile,Pfizer/BioNTech,7303249
2021-10-03,Chile,Sinovac,20795960
2021-10-03,Czechia,Johnson&Johnson,237334
2021-10-03,Czechia,Moderna,921528
2021-10-03,Czechia,Pfizer/BioNTech,9792910
2021-10-03,France,Johnson&Johnson,1042439
2021-10-03,France,Moderna,10519387
2021-10-03,France,Oxford/AstraZeneca,7790545
2021-10-03,France,Pfizer/BioNTech,75980881
2021-10-03,Germany,Johnson&Johnson,3201886
2021-10-03,Germany,Moderna,9677719
2021-10-03,Germany,Oxford/AstraZeneca,12693965
2021-10-03,Germany,Pfizer/BioNTech,82569617
2021-10-03,Iceland,Johnson&Johnson,53874
2021-10-03,Iceland,Moderna,62529
2021-10-03,Iceland,Oxford/AstraZeneca,115479
2021-10-03,Iceland,Pfizer/BioNTech,324548
2021-10-03,Italy,Johnson&Johnson,1478109
2021-10-03,Italy,Moderna,10758318
2021-10-03,Italy,Oxford/AstraZeneca,12149872
2021-10-03,Italy,Pfizer/BioNTech,60868124
2021-10-03,Latvia,Johnson&Johnson,139980
2021-10-03,Latvia,Moderna,246899
2021-10-03,Latvia,Pfizer/BioNTech,1002903
2021-10-03,South Korea,Johnson&Johnson,1448284
2021-10-03,South Korea,Moderna,8291342
2021-10-03,South Korea,Oxford/AstraZeneca,21531751
2021-10-03,South Korea,Pfizer/BioNTech,34025318
2021-10-03,Switzerland,Moderna,6914278
2021-10-03,Switzerland,Pfizer/BioNTech,3588607
2021-10-03,United States,Johnson&Johnson,15065673
2021-10-03,United States,Moderna,151965988
2021-10-03,United States,Pfizer/BioNTech,228504095
