Date,Country,Vaccine,NumberOfVaccinated
2021-07-28,Chile,CanSino,505530
2021-07-28,Chile,Oxford/AstraZeneca,408983
2021-07-28,Chile,Pfizer/BioNTech,6083152
2021-07-28,Chile,Sinovac,18484089
2021-07-28,Czechia,Johnson&Johnson,131128
2021-07-28,Czechia,Moderna,849308
2021-07-28,Czechia,Oxford/AstraZeneca,846122
2021-07-28,Czechia,Pfizer/BioNTech,8373553
2021-07-28,France,Johnson&Johnson,832617
2021-07-28,France,Moderna,6894548
2021-07-28,France,Oxford/AstraZeneca,7661918
2021-07-28,France,Pfizer/BioNTech,56558298
2021-07-28,Germany,Johnson&Johnson,2375758
2021-07-28,Germany,Moderna,8363666
2021-07-28,Germany,Oxford/AstraZeneca,12447208
2021-07-28,Germany,Pfizer/BioNTech,67877782
2021-07-28,Iceland,Johnson&Johnson,53156
2021-07-28,Iceland,Moderna,40315
2021-07-28,Iceland,Oxford/AstraZeneca,115199
2021-07-28,Iceland,Pfizer/BioNTech,261030
2021-07-28,Italy,Johnson&Johnson,1337991
2021-07-28,Italy,Moderna,6804004
2021-07-28,Italy,Oxford/AstraZeneca,11436577
2021-07-28,Italy,Pfizer/BioNTech,47486886
2021-07-28,Japan,Moderna,4627153
2021-07-28,Japan,Pfizer/BioNTech,79993829
2021-07-28,Latvia,Johnson&Johnson,98216
2021-07-28,Latvia,Moderna,219767
2021-07-28,Latvia,Oxford/AstraZeneca,293790
2021-07-28,Latvia,Pfizer/BioNTech,726321
2021-07-28,Lithuania,Johnson&Johnson,159432
2021-07-28,Lithuania,Moderna,222268
2021-07-28,Lithuania,Oxford/AstraZeneca,501477
2021-07-28,Lithuania,Pfizer/BioNTech,1729772
2021-07-28,Switzerland,Moderna,5916895
2021-07-28,Switzerland,Pfizer/BioNTech,2992243
2021-07-28,United States,Johnson&Johnson,13293282
2021-07-28,United States,Moderna,138257663
2021-07-28,United States,Pfizer/BioNTech,191510953
