Date,Country,Vaccine,NumberOfVaccinated
2021-10-15,Austria,Johnson&Johnson,318992
2021-10-15,Austria,Moderna,1031059
2021-10-15,Austria,Oxford/AstraZeneca,1573314
2021-10-15,Austria,Pfizer/BioNTech,7668539
2021-10-15,Belgium,Johnson&Johnson,386860
2021-10-15,Belgium,Moderna,1337854
2021-10-15,Belgium,Oxford/AstraZeneca,2835741
2021-10-15,Belgium,Pfizer/BioNTech,10982388
2021-10-15,Chile,CanSino,569863
2021-10-15,Chile,Oxford/AstraZeneca,519053
2021-10-15,Chile,Pfizer/BioNTech,7349847
2021-10-15,Chile,Sinovac,21521176
2021-10-15,Czechia,Johnson&Johnson,248602
2021-10-15,Czechia,Moderna,930892
2021-10-15,Czechia,Oxford/AstraZeneca,882152
2021-10-15,Czechia,Pfizer/BioNTech,9891592
2021-10-15,Denmark,Johnson&Johnson,45834
2021-10-15,Denmark,Moderna,1139659
2021-10-15,Denmark,Oxford/AstraZeneca,153303
2021-10-15,Denmark,Pfizer/BioNTech,6885574
2021-10-15,Estonia,Johnson&Johnson,54676
2021-10-15,Estonia,Moderna,142958
2021-10-15,Estonia,Oxford/AstraZeneca,235701
2021-10-15,Estonia,Pfizer/BioNTech,928020
2021-10-15,Finland,Johnson&Johnson,0
2021-10-15,Finland,Moderna,848430
2021-10-15,Finland,Oxford/AstraZeneca,553243
2021-10-15,Finland,Pfizer/BioNTech,6063991
2021-10-15,France,Johnson&Johnson,1046375
2021-10-15,France,Moderna,10953160
2021-10-15,France,Oxford/AstraZeneca,7793845
2021-10-15,France,Pfizer/BioNTech,77425194
2021-10-15,Germany,Johnson&Johnson,3263296
2021-10-15,Germany,Moderna,9729002
2021-10-15,Germany,Oxford/AstraZeneca,12700315
2021-10-15,Germany,Pfizer/BioNTech,84291652
2021-10-15,Hungary,Johnson&Johnson,159724
2021-10-15,Hungary,Moderna,687898
2021-10-15,Hungary,Oxford/AstraZeneca,1245403
2021-10-15,Hungary,Pfizer/BioNTech,4790432
2021-10-15,Hungary,Sinopharm/Beijing,2114239
2021-10-15,Hungary,Sputnik V,1806088
2021-10-15,Iceland,Johnson&Johnson,53984
2021-10-15,Iceland,Moderna,62645
2021-10-15,Iceland,Oxford/AstraZeneca,115521
2021-10-15,Iceland,Pfizer/BioNTech,331894
2021-10-15,Ireland,Johnson&Johnson,236110
2021-10-15,Ireland,Moderna,568935
2021-10-15,Ireland,Oxford/AstraZeneca,1189690
2021-10-15,Ireland,Pfizer/BioNTech,4733569
2021-10-15,Italy,Johnson&Johnson,1487575
2021-10-15,Italy,Moderna,11078436
2021-10-15,Italy,Oxford/AstraZeneca,12154976
2021-10-15,Italy,Pfizer/BioNTech,62686482
2021-10-15,Latvia,Johnson&Johnson,178471
2021-10-15,Latvia,Moderna,253232
2021-10-15,Latvia,Oxford/AstraZeneca,262346
2021-10-15,Latvia,Pfizer/BioNTech,1079841
2021-10-15,Lithuania,Johnson&Johnson,211333
2021-10-15,Lithuania,Moderna,267532
2021-10-15,Lithuania,Oxford/AstraZeneca,534053
2021-10-15,Lithuania,Pfizer/BioNTech,2125569
2021-10-15,Luxembourg,Johnson&Johnson,38324
2021-10-15,Luxembourg,Moderna,69868
2021-10-15,Luxembourg,Oxford/AstraZeneca,105274
2021-10-15,Luxembourg,Pfizer/BioNTech,514197
2021-10-15,Netherlands,Johnson&Johnson,837103
2021-10-15,Netherlands,Moderna,1968940
2021-10-15,Netherlands,Oxford/AstraZeneca,2800768
2021-10-15,Netherlands,Pfizer/BioNTech,16955485
2021-10-15,Norway,Johnson&Johnson,5400
2021-10-15,Norway,Moderna,1534268
2021-10-15,Norway,Oxford/AstraZeneca,145738
2021-10-15,Norway,Pfizer/BioNTech,5900544
2021-10-15,Poland,Johnson&Johnson,2067962
2021-10-15,Poland,Moderna,3038279
2021-10-15,Poland,Oxford/AstraZeneca,5282254
2021-10-15,Poland,Pfizer/BioNTech,26269119
2021-10-15,Portugal,Johnson&Johnson,1124957
2021-10-15,Portugal,Moderna,1988238
2021-10-15,Portugal,Oxford/AstraZeneca,2213276
2021-10-15,Portugal,Pfizer/BioNTech,9807919
2021-10-15,Slovakia,Johnson&Johnson,93137
2021-10-15,Slovakia,Moderna,484507
2021-10-15,Slovakia,Oxford/AstraZeneca,841231
2021-10-15,Slovakia,Pfizer/BioNTech,3175443
2021-10-15,Slovenia,Johnson&Johnson,136209
2021-10-15,Slovenia,Moderna,193994
2021-10-15,Slovenia,Oxford/AstraZeneca,326730
2021-10-15,Slovenia,Pfizer/BioNTech,1421071
2021-10-15,South Korea,Johnson&Johnson,1470722
2021-10-15,South Korea,Moderna,9422336
2021-10-15,South Korea,Oxford/AstraZeneca,21914403
2021-10-15,South Korea,Pfizer/BioNTech,38929212
2021-10-15,Spain,Johnson&Johnson,1970468
2021-10-15,Spain,Moderna,8361803
2021-10-15,Spain,Oxford/AstraZeneca,9783543
2021-10-15,Spain,Pfizer/BioNTech,46024432
2021-10-15,Sweden,Moderna,1768291
2021-10-15,Sweden,Oxford/AstraZeneca,1334520
2021-10-15,Sweden,Pfizer/BioNTech,10479202
2021-10-15,Switzerland,Johnson&Johnson,8888
2021-10-15,Switzerland,Moderna,7105622
2021-10-15,Switzerland,Pfizer/BioNTech,3706364
2021-10-15,United States,Johnson&Johnson,15278936
2021-10-15,United States,Moderna,153548987
2021-10-15,United States,Pfizer/BioNTech,237325727
