tDate,Country,Vaccine,NumberOfVaccinated
2022-11-28,Czechia,Johnson&Johnson,413943
2022-11-28,Czechia,Moderna,1639873
2022-11-28,Czechia,Novavax,10919
2022-11-28,Czechia,Pfizer/BioNTech,15584146
2022-11-28,France,Johnson&Johnson,1090104
2022-11-28,France,Moderna,24045359
2022-11-28,France,Novavax,35125
2022-11-28,France,Pfizer/BioNTech,118676391
2022-11-28,Germany,Johnson&Johnson,3754603
2022-11-28,Germany,Moderna,31552926
2022-11-28,Germany,Novavax,154444
2022-11-28,Germany,Oxford/AstraZeneca,12795484
2022-11-28,Germany,Pfizer/BioNTech,137865140
2022-11-28,Germany,Valneva,4091
2022-11-28,Italy,Moderna,34265647
2022-11-28,Italy,Pfizer/BioNTech,94736738
2022-11-28,Japan,Moderna,81242493
2022-11-28,Japan,Novavax,254474
2022-11-28,Japan,Pfizer/BioNTech,266734018
2022-11-28,South Korea,Johnson&Johnson,1544930
2022-11-28,South Korea,Moderna,25276431
2022-11-28,South Korea,Novavax,876485
2022-11-28,South Korea,Pfizer/BioNTech,81403012
2022-11-28,South Korea,SKYCovione,2132
2022-11-28,Switzerland,Johnson&Johnson,63137
2022-11-28,Switzerland,Moderna,10513089
2022-11-28,Switzerland,Novavax,2538
2022-11-28,Switzerland,Pfizer/BioNTech,6135487
