tDate,Country,Vaccine,NumberOfVaccinated
2022-09-27,Czechia,Johnson&Johnson,413765
2022-09-27,Czechia,Moderna,1630712
2022-09-27,Czechia,Novavax,10279
2022-09-27,Czechia,Oxford/AstraZeneca,887624
2022-09-27,Czechia,Pfizer/BioNTech,15117587
2022-09-27,France,Johnson&Johnson,1089513
2022-09-27,France,Moderna,23929833
2022-09-27,France,Novavax,32290
2022-09-27,France,Pfizer/BioNTech,117038866
2022-09-27,Germany,Johnson&Johnson,3751563
2022-09-27,Germany,Moderna,31531964
2022-09-27,Germany,Novavax,146302
2022-09-27,Germany,Pfizer/BioNTech,137264214
2022-09-27,Italy,Moderna,34234681
2022-09-27,Italy,Novavax,42916
2022-09-27,Italy,Pfizer/BioNTech,92700096
2022-09-27,Japan,Moderna,78394215
2022-09-27,Japan,Novavax,210600
2022-09-27,Japan,Oxford/AstraZeneca,117814
2022-09-27,Japan,Pfizer/BioNTech,244796422
2022-09-27,South Korea,Johnson&Johnson,1544416
2022-09-27,South Korea,Moderna,25236401
2022-09-27,South Korea,Novavax,824145
2022-09-27,South Korea,Pfizer/BioNTech,81187712
2022-09-27,South Korea,SKYCovione,281
