Date,Country,Vaccine,NumberOfVaccinated
2021-07-05,Chile,CanSino,455210
2021-07-05,Chile,Oxford/AstraZeneca,375932
2021-07-05,Chile,Pfizer/BioNTech,4996004
2021-07-05,Chile,Sinovac,17607478
2021-07-05,Czechia,Johnson&Johnson,94263
2021-07-05,Czechia,Moderna,735659
2021-07-05,Czechia,Oxford/AstraZeneca,758772
2021-07-05,Czechia,Pfizer/BioNTech,6988115
2021-07-05,France,Johnson&Johnson,587315
2021-07-05,France,Moderna,5407234
2021-07-05,France,Oxford/AstraZeneca,7047357
2021-07-05,France,Pfizer/BioNTech,44139018
2021-07-05,Germany,Johnson&Johnson,2023316
2021-07-05,Germany,Moderna,6913773
2021-07-05,Germany,Oxford/AstraZeneca,11840211
2021-07-05,Germany,Pfizer/BioNTech,57292541
2021-07-05,Iceland,Johnson&Johnson,50495
2021-07-05,Iceland,Moderna,38124
2021-07-05,Iceland,Oxford/AstraZeneca,110295
2021-07-05,Iceland,Pfizer/BioNTech,236901
2021-07-05,Italy,Johnson&Johnson,1251083
2021-07-05,Italy,Moderna,5271523
2021-07-05,Italy,Oxford/AstraZeneca,9326359
2021-07-05,Italy,Pfizer/BioNTech,38580845
2021-07-05,Japan,Moderna,1450350
2021-07-05,Japan,Pfizer/BioNTech,52842843
2021-07-05,Latvia,Johnson&Johnson,65296
2021-07-05,Latvia,Moderna,207797
2021-07-05,Latvia,Oxford/AstraZeneca,285242
2021-07-05,Latvia,Pfizer/BioNTech,635306
2021-07-05,Lithuania,Johnson&Johnson,105598
2021-07-05,Lithuania,Moderna,207484
2021-07-05,Lithuania,Oxford/AstraZeneca,459410
2021-07-05,Lithuania,Pfizer/BioNTech,1576265
2021-07-05,Switzerland,Moderna,5040817
2021-07-05,Switzerland,Pfizer/BioNTech,2784172
