tDate,Country,Vaccine,NumberOfVaccinated
2022-01-16,Chile,CanSino,573913
2022-01-16,Chile,Oxford/AstraZeneca,547495
2022-01-16,Chile,Pfizer/BioNTech,7719001
2022-01-16,Chile,Sinovac,24837544
2022-01-16,Czechia,Johnson&Johnson,409105
2022-01-16,Czechia,Moderna,1471611
2022-01-16,Czechia,Oxford/AstraZeneca,886148
2022-01-16,Czechia,Pfizer/BioNTech,13725875
2022-01-16,France,Johnson&Johnson,1076849
2022-01-16,France,Moderna,21115462
2022-01-16,France,Oxford/AstraZeneca,7846162
2022-01-16,France,Pfizer/BioNTech,102176697
2022-01-16,Germany,Johnson&Johnson,3598713
2022-01-16,Germany,Moderna,26175185
2022-01-16,Germany,Oxford/AstraZeneca,12748700
2022-01-16,Germany,Pfizer/BioNTech,116234202
2022-01-16,Italy,Johnson&Johnson,1503035
2022-01-16,Italy,Moderna,26892869
2022-01-16,Italy,Pfizer/BioNTech,79761241
2022-01-16,Latvia,Johnson&Johnson,287849
2022-01-16,Latvia,Moderna,637332
2022-01-16,Latvia,Pfizer/BioNTech,1505636
2022-01-16,South Korea,Johnson&Johnson,1536561
2022-01-16,South Korea,Moderna,21582825
2022-01-16,South Korea,Oxford/AstraZeneca,22207410
2022-01-16,South Korea,Pfizer/BioNTech,64529003
2022-01-16,Switzerland,Johnson&Johnson,56859
2022-01-16,Switzerland,Moderna,9348409
2022-01-16,Switzerland,Pfizer/BioNTech,5366384
