Date,Country,Vaccine,NumberOfVaccinated
2021-07-25,Chile,CanSino,503207
2021-07-25,Chile,Oxford/AstraZeneca,402945
2021-07-25,Chile,Pfizer/BioNTech,5986371
2021-07-25,Chile,Sinovac,18452680
2021-07-25,Czechia,Johnson&Johnson,122624
2021-07-25,Czechia,Moderna,839422
2021-07-25,Czechia,Oxford/AstraZeneca,834601
2021-07-25,Czechia,Pfizer/BioNTech,8207662
2021-07-25,France,Johnson&Johnson,795171
2021-07-25,France,Moderna,6657661
2021-07-25,France,Oxford/AstraZeneca,7618160
2021-07-25,France,Pfizer/BioNTech,54680694
2021-07-25,Germany,Johnson&Johnson,2339059
2021-07-25,Germany,Moderna,8235123
2021-07-25,Germany,Oxford/AstraZeneca,12391682
2021-07-25,Germany,Pfizer/BioNTech,66553116
2021-07-25,Iceland,Johnson&Johnson,53117
2021-07-25,Iceland,Moderna,40269
2021-07-25,Iceland,Oxford/AstraZeneca,115036
2021-07-25,Iceland,Pfizer/BioNTech,260302
2021-07-25,Italy,Johnson&Johnson,1320624
2021-07-25,Italy,Moderna,6543068
2021-07-25,Italy,Oxford/AstraZeneca,11192029
2021-07-25,Italy,Pfizer/BioNTech,46340621
2021-07-25,Japan,Moderna,4006433
2021-07-25,Japan,Pfizer/BioNTech,76248099
2021-07-25,Latvia,Johnson&Johnson,96310
2021-07-25,Latvia,Moderna,218218
2021-07-25,Latvia,Oxford/AstraZeneca,293635
2021-07-25,Latvia,Pfizer/BioNTech,710855
2021-07-25,Lithuania,Johnson&Johnson,154338
2021-07-25,Lithuania,Moderna,219470
2021-07-25,Lithuania,Oxford/AstraZeneca,494085
2021-07-25,Lithuania,Pfizer/BioNTech,1694490
2021-07-25,Switzerland,Moderna,5832769
2021-07-25,Switzerland,Pfizer/BioNTech,2966230
2021-07-25,United States,Johnson&Johnson,13228307
2021-07-25,United States,Moderna,137826515
2021-07-25,United States,Pfizer/BioNTech,190468171
