Date,Country,Vaccine,NumberOfVaccinated
2021-11-29,Chile,CanSino,573051
2021-11-29,Chile,Oxford/AstraZeneca,541316
2021-11-29,Chile,Pfizer/BioNTech,7525565
2021-11-29,Chile,Sinovac,23770713
2021-11-29,Czechia,Johnson&Johnson,386877
2021-11-29,Czechia,Moderna,1072029
2021-11-29,Czechia,Oxford/AstraZeneca,883774
2021-11-29,Czechia,Pfizer/BioNTech,11105146
2021-11-29,France,Johnson&Johnson,1055424
2021-11-29,France,Moderna,11496051
2021-11-29,France,Oxford/AstraZeneca,7803813
2021-11-29,France,Pfizer/BioNTech,84977649
2021-11-29,Germany,Johnson&Johnson,3461435
2021-11-29,Germany,Moderna,10419009
2021-11-29,Germany,Oxford/AstraZeneca,12719971
2021-11-29,Germany,Pfizer/BioNTech,96163027
2021-11-29,Iceland,Johnson&Johnson,54298
2021-11-29,Iceland,Moderna,70500
2021-11-29,Iceland,Oxford/AstraZeneca,115664
2021-11-29,Iceland,Pfizer/BioNTech,408263
2021-11-29,Italy,Johnson&Johnson,1495874
2021-11-29,Italy,Moderna,12687052
2021-11-29,Italy,Oxford/AstraZeneca,12158496
2021-11-29,Italy,Pfizer/BioNTech,69790555
2021-11-29,Latvia,Johnson&Johnson,271155
2021-11-29,Latvia,Moderna,399282
2021-11-29,Latvia,Oxford/AstraZeneca,262595
2021-11-29,Latvia,Pfizer/BioNTech,1328400
2021-11-29,South Korea,Johnson&Johnson,1513141
2021-11-29,South Korea,Moderna,13828709
2021-11-29,South Korea,Oxford/AstraZeneca,22150401
2021-11-29,South Korea,Pfizer/BioNTech,47612444
2021-11-29,Switzerland,Johnson&Johnson,38464
2021-11-29,Switzerland,Moderna,7652628
2021-11-29,Switzerland,Pfizer/BioNTech,4159927
2021-11-29,United States,Johnson&Johnson,16597641
2021-11-29,United States,Moderna,175430932
2021-11-29,United States,Pfizer/BioNTech,266730650
