Date,Country,Vaccine,NumberOfVaccinated
2021-04-16,Chile,Pfizer/BioNTech,1755617
2021-04-16,Chile,Sinovac,11372824
2021-04-16,Czechia,Moderna,266958
2021-04-16,Czechia,Oxford/AstraZeneca,315921
2021-04-16,Czechia,Pfizer/BioNTech,1867460
2021-04-16,France,Moderna,1278345
2021-04-16,France,Oxford/AstraZeneca,3427358
2021-04-16,France,Pfizer/BioNTech,12224731
2021-04-16,Germany,Johnson&Johnson,23
2021-04-16,Germany,Moderna,1181776
2021-04-16,Germany,Oxford/AstraZeneca,4410833
2021-04-16,Germany,Pfizer/BioNTech,15939219
2021-04-16,Iceland,Johnson&Johnson,0
2021-04-16,Iceland,Moderna,8159
2021-04-16,Iceland,Oxford/AstraZeneca,23983
2021-04-16,Iceland,Pfizer/BioNTech,67583
2021-04-16,Italy,Moderna,1011075
2021-04-16,Italy,Oxford/AstraZeneca,3165638
2021-04-16,Italy,Pfizer/BioNTech,10712775
2021-04-16,Latvia,Moderna,36684
2021-04-16,Latvia,Oxford/AstraZeneca,120889
2021-04-16,Latvia,Pfizer/BioNTech,51538
2021-04-16,Lithuania,Moderna,60908
2021-04-16,Lithuania,Oxford/AstraZeneca,184585
2021-04-16,Lithuania,Pfizer/BioNTech,531051
2021-04-16,Switzerland,Moderna,1014075
2021-04-16,Switzerland,Pfizer/BioNTech,1057291
2021-04-16,United States,Johnson&Johnson,7848027
2021-04-16,United States,Moderna,89199649
2021-04-16,United States,Pfizer/BioNTech,105070417
