Date,Country,Vaccine,NumberOfVaccinated
2021-10-25,Chile,CanSino,570915
2021-10-25,Chile,Oxford/AstraZeneca,524555
2021-10-25,Chile,Pfizer/BioNTech,7375015
2021-10-25,Chile,Sinovac,22065529
2021-10-25,Czechia,Johnson&Johnson,263816
2021-10-25,Czechia,Moderna,941632
2021-10-25,Czechia,Oxford/AstraZeneca,882289
2021-10-25,Czechia,Pfizer/BioNTech,10030539
2021-10-25,France,Johnson&Johnson,1047626
2021-10-25,France,Moderna,11074372
2021-10-25,France,Oxford/AstraZeneca,7794836
2021-10-25,France,Pfizer/BioNTech,78494952
2021-10-25,Germany,Johnson&Johnson,3292102
2021-10-25,Germany,Moderna,9763289
2021-10-25,Germany,Oxford/AstraZeneca,12702112
2021-10-25,Germany,Pfizer/BioNTech,85280845
2021-10-25,Iceland,Johnson&Johnson,54005
2021-10-25,Iceland,Moderna,62952
2021-10-25,Iceland,Oxford/AstraZeneca,115546
2021-10-25,Iceland,Pfizer/BioNTech,337319
2021-10-25,Italy,Johnson&Johnson,1491002
2021-10-25,Italy,Moderna,11271257
2021-10-25,Italy,Oxford/AstraZeneca,12156747
2021-10-25,Italy,Pfizer/BioNTech,64055421
2021-10-25,Latvia,Johnson&Johnson,213440
2021-10-25,Latvia,Moderna,265777
2021-10-25,Latvia,Oxford/AstraZeneca,262383
2021-10-25,Latvia,Pfizer/BioNTech,1149826
2021-10-25,South Korea,Johnson&Johnson,1480585
2021-10-25,South Korea,Moderna,10814514
2021-10-25,South Korea,Oxford/AstraZeneca,22052442
2021-10-25,South Korea,Pfizer/BioNTech,41519331
2021-10-25,Switzerland,Johnson&Johnson,17223
2021-10-25,Switzerland,Moderna,7205957
2021-10-25,Switzerland,Pfizer/BioNTech,3774422
2021-10-25,United States,Johnson&Johnson,15444234
2021-10-25,United States,Moderna,154980294
2021-10-25,United States,Pfizer/BioNTech,243447128
