tDate,Country,Vaccine,NumberOfVaccinated
2022-01-11,Austria,Johnson&Johnson,356312
2022-01-11,Austria,Moderna,1509123
2022-01-11,Austria,Oxford/AstraZeneca,1582581
2022-01-11,Austria,Pfizer/BioNTech,12594390
2022-01-11,Belgium,Johnson&Johnson,414388
2022-01-11,Belgium,Moderna,3229532
2022-01-11,Belgium,Oxford/AstraZeneca,2842680
2022-01-11,Belgium,Pfizer/BioNTech,14946915
2022-01-11,Chile,CanSino,573874
2022-01-11,Chile,Oxford/AstraZeneca,547171
2022-01-11,Chile,Pfizer/BioNTech,7701985
2022-01-11,Chile,Sinovac,24740951
2022-01-11,Czechia,Johnson&Johnson,408043
2022-01-11,Czechia,Moderna,1428813
2022-01-11,Czechia,Oxford/AstraZeneca,885847
2022-01-11,Czechia,Pfizer/BioNTech,13464779
2022-01-11,Estonia,Johnson&Johnson,75555
2022-01-11,Estonia,Moderna,203150
2022-01-11,Estonia,Oxford/AstraZeneca,234542
2022-01-11,Estonia,Pfizer/BioNTech,1289250
2022-01-11,Finland,Johnson&Johnson,0
2022-01-11,Finland,Moderna,1289010
2022-01-11,Finland,Oxford/AstraZeneca,553900
2022-01-11,Finland,Pfizer/BioNTech,7779742
2022-01-11,France,Johnson&Johnson,1074844
2022-01-11,France,Moderna,20088715
2022-01-11,France,Oxford/AstraZeneca,7842224
2022-01-11,France,Pfizer/BioNTech,100690270
2022-01-11,Germany,Johnson&Johnson,3591561
2022-01-11,Germany,Moderna,24919074
2022-01-11,Germany,Oxford/AstraZeneca,12747081
2022-01-11,Germany,Pfizer/BioNTech,114329592
2022-01-11,Hungary,Johnson&Johnson,311885
2022-01-11,Hungary,Moderna,993172
2022-01-11,Hungary,Oxford/AstraZeneca,1251721
2022-01-11,Hungary,Pfizer/BioNTech,7925467
2022-01-11,Hungary,Sinopharm/Beijing,2252652
2022-01-11,Iceland,Johnson&Johnson,54624
2022-01-11,Iceland,Moderna,92873
2022-01-11,Iceland,Oxford/AstraZeneca,115873
2022-01-11,Iceland,Pfizer/BioNTech,472333
2022-01-11,Ireland,Johnson&Johnson,237658
2022-01-11,Ireland,Moderna,1105359
2022-01-11,Ireland,Oxford/AstraZeneca,1197630
2022-01-11,Ireland,Pfizer/BioNTech,6770024
2022-01-11,Italy,Johnson&Johnson,1502175
2022-01-11,Italy,Moderna,25139683
2022-01-11,Italy,Oxford/AstraZeneca,12162182
2022-01-11,Italy,Pfizer/BioNTech,78293138
2022-01-11,Latvia,Johnson&Johnson,286736
2022-01-11,Latvia,Moderna,615962
2022-01-11,Latvia,Oxford/AstraZeneca,262558
2022-01-11,Latvia,Pfizer/BioNTech,1484438
2022-01-11,Lithuania,Johnson&Johnson,289248
2022-01-11,Lithuania,Moderna,312895
2022-01-11,Lithuania,Oxford/AstraZeneca,536282
2022-01-11,Lithuania,Pfizer/BioNTech,2980644
2022-01-11,Luxembourg,Johnson&Johnson,41256
2022-01-11,Luxembourg,Moderna,238191
2022-01-11,Luxembourg,Oxford/AstraZeneca,105262
2022-01-11,Luxembourg,Pfizer/BioNTech,658900
2022-01-11,Netherlands,Johnson&Johnson,867378
2022-01-11,Netherlands,Moderna,6053581
2022-01-11,Netherlands,Oxford/AstraZeneca,2800753
2022-01-11,Netherlands,Pfizer/BioNTech,20748031
2022-01-11,Poland,Johnson&Johnson,2571858
2022-01-11,Poland,Moderna,3472444
2022-01-11,Poland,Oxford/AstraZeneca,5288638
2022-01-11,Poland,Pfizer/BioNTech,35130211
2022-01-11,Portugal,Moderna,2719156
2022-01-11,Portugal,Oxford/AstraZeneca,2231649
2022-01-11,Portugal,Pfizer/BioNTech,13172056
2022-01-11,Slovakia,Johnson&Johnson,170641
2022-01-11,Slovakia,Moderna,633213
2022-01-11,Slovakia,Pfizer/BioNTech,4546213
2022-01-11,South Korea,Johnson&Johnson,1535412
2022-01-11,South Korea,Moderna,21223874
2022-01-11,South Korea,Oxford/AstraZeneca,22198321
2022-01-11,South Korea,Pfizer/BioNTech,62998742
2022-01-11,Spain,Johnson&Johnson,1981158
2022-01-11,Spain,Moderna,10422708
2022-01-11,Spain,Oxford/AstraZeneca,9794650
2022-01-11,Spain,Pfizer/BioNTech,51836055
2022-01-11,Sweden,Moderna,2448568
2022-01-11,Sweden,Oxford/AstraZeneca,1334925
2022-01-11,Sweden,Pfizer/BioNTech,13185420
2022-01-11,Switzerland,Johnson&Johnson,55927
2022-01-11,Switzerland,Moderna,9163388
2022-01-11,Switzerland,Pfizer/BioNTech,5261592
2022-01-11,United States,Johnson&Johnson,17840058
2022-01-11,United States,Moderna,198474153
2022-01-11,United States,Pfizer/BioNTech,304296783
