Date,Country,Vaccine,NumberOfVaccinated
2021-06-06,Chile,CanSino,119234
2021-06-06,Chile,Oxford/AstraZeneca,363054
2021-06-06,Chile,Pfizer/BioNTech,3618396
2021-06-06,Chile,Sinovac,15374731
2021-06-06,Czechia,Johnson&Johnson,51132
2021-06-06,Czechia,Moderna,536644
2021-06-06,Czechia,Oxford/AstraZeneca,583879
2021-06-06,Czechia,Pfizer/BioNTech,4711293
2021-06-06,France,Johnson&Johnson,369844
2021-06-06,France,Moderna,3656978
2021-06-06,France,Oxford/AstraZeneca,5495365
2021-06-06,France,Pfizer/BioNTech,30800700
2021-06-06,Germany,Johnson&Johnson,851638
2021-06-06,Germany,Moderna,4405518
2021-06-06,Germany,Oxford/AstraZeneca,9623080
2021-06-06,Germany,Pfizer/BioNTech,40227164
2021-06-06,Iceland,Johnson&Johnson,15788
2021-06-06,Iceland,Moderna,28307
2021-06-06,Iceland,Oxford/AstraZeneca,68181
2021-06-06,Iceland,Pfizer/BioNTech,162002
2021-06-06,Italy,Johnson&Johnson,949642
2021-06-06,Italy,Moderna,3552574
2021-06-06,Italy,Oxford/AstraZeneca,7585947
2021-06-06,Italy,Pfizer/BioNTech,26272333
2021-06-06,Latvia,Johnson&Johnson,27871
2021-06-06,Latvia,Moderna,165865
2021-06-06,Latvia,Oxford/AstraZeneca,203412
2021-06-06,Latvia,Pfizer/BioNTech,462973
2021-06-06,Lithuania,Johnson&Johnson,47780
2021-06-06,Lithuania,Moderna,160330
2021-06-06,Lithuania,Oxford/AstraZeneca,350206
2021-06-06,Lithuania,Pfizer/BioNTech,1245385
2021-06-06,Switzerland,Moderna,3164971
2021-06-06,Switzerland,Pfizer/BioNTech,2324333
2021-06-06,United States,Johnson&Johnson,11143068
2021-06-06,United States,Moderna,126756059
2021-06-06,United States,Pfizer/BioNTech,163512789
