Date,Country,Vaccine,NumberOfVaccinated
2021-10-04,Chile,CanSino,567829
2021-10-04,Chile,Oxford/AstraZeneca,512254
2021-10-04,Chile,Pfizer/BioNTech,7309301
2021-10-04,Chile,Sinovac,20886674
2021-10-04,Czechia,Johnson&Johnson,238111
2021-10-04,Czechia,Moderna,922317
2021-10-04,Czechia,Oxford/AstraZeneca,881507
2021-10-04,Czechia,Pfizer/BioNTech,9800585
2021-10-04,France,Johnson&Johnson,1042640
2021-10-04,France,Moderna,10544419
2021-10-04,France,Oxford/AstraZeneca,7790705
2021-10-04,France,Pfizer/BioNTech,76091437
2021-10-04,Germany,Johnson&Johnson,3206578
2021-10-04,Germany,Moderna,9681156
2021-10-04,Germany,Oxford/AstraZeneca,12694697
2021-10-04,Germany,Pfizer/BioNTech,82654156
2021-10-04,Iceland,Johnson&Johnson,53874
2021-10-04,Iceland,Moderna,62529
2021-10-04,Iceland,Oxford/AstraZeneca,115479
2021-10-04,Iceland,Pfizer/BioNTech,324782
2021-10-04,Italy,Johnson&Johnson,1478556
2021-10-04,Italy,Moderna,10784477
2021-10-04,Italy,Oxford/AstraZeneca,12150306
2021-10-04,Italy,Pfizer/BioNTech,61010640
2021-10-04,Latvia,Johnson&Johnson,141726
2021-10-04,Latvia,Moderna,247182
2021-10-04,Latvia,Pfizer/BioNTech,1006391
2021-10-04,South Korea,Johnson&Johnson,1448518
2021-10-04,South Korea,Moderna,8319118
2021-10-04,South Korea,Oxford/AstraZeneca,21555200
2021-10-04,South Korea,Pfizer/BioNTech,34209352
2021-10-04,Switzerland,Johnson&Johnson,0
2021-10-04,Switzerland,Moderna,6928660
2021-10-04,Switzerland,Pfizer/BioNTech,3599072
2021-10-04,United States,Johnson&Johnson,15073515
2021-10-04,United States,Moderna,152089746
2021-10-04,United States,Pfizer/BioNTech,229356695
