Date,Country,Vaccine,NumberOfVaccinated
2021-06-21,Chile,CanSino,218610
2021-06-21,Chile,Oxford/AstraZeneca,349367
2021-06-21,Chile,Pfizer/BioNTech,3991114
2021-06-21,Chile,Sinovac,16892609
2021-06-21,Czechia,Johnson&Johnson,79877
2021-06-21,Czechia,Moderna,637123
2021-06-21,Czechia,Oxford/AstraZeneca,681303
2021-06-21,Czechia,Pfizer/BioNTech,5955643
2021-06-21,France,Johnson&Johnson,504642
2021-06-21,France,Moderna,4456933
2021-06-21,France,Oxford/AstraZeneca,6344907
2021-06-21,France,Pfizer/BioNTech,37698581
2021-06-21,Germany,Johnson&Johnson,1703924
2021-06-21,Germany,Moderna,5701754
2021-06-21,Germany,Oxford/AstraZeneca,10600842
2021-06-21,Germany,Pfizer/BioNTech,49265022
2021-06-21,Iceland,Johnson&Johnson,38768
2021-06-21,Iceland,Moderna,34095
2021-06-21,Iceland,Oxford/AstraZeneca,81508
2021-06-21,Iceland,Pfizer/BioNTech,202505
2021-06-21,Italy,Johnson&Johnson,1190700
2021-06-21,Italy,Moderna,4410076
2021-06-21,Italy,Oxford/AstraZeneca,8335510
2021-06-21,Italy,Pfizer/BioNTech,32703906
2021-06-21,Latvia,Johnson&Johnson,49533
2021-06-21,Latvia,Moderna,191231
2021-06-21,Latvia,Oxford/AstraZeneca,268554
2021-06-21,Latvia,Pfizer/BioNTech,575167
2021-06-21,Lithuania,Johnson&Johnson,87882
2021-06-21,Lithuania,Moderna,193831
2021-06-21,Lithuania,Oxford/AstraZeneca,406168
2021-06-21,Lithuania,Pfizer/BioNTech,1420571
2021-06-21,Switzerland,Moderna,4218942
2021-06-21,Switzerland,Pfizer/BioNTech,2611997
2021-06-21,United States,Johnson&Johnson,12015721
2021-06-21,United States,Moderna,131372107
2021-06-21,United States,Pfizer/BioNTech,174943983
