tDate,Country,Vaccine,NumberOfVaccinated
2022-12-02,Austria,Johnson&Johnson,368297
2022-12-02,Austria,Moderna,1658990
2022-12-02,Austria,Oxford/AstraZeneca,1593004
2022-12-02,Austria,Pfizer/BioNTech,16494648
2022-12-02,Austria,Valneva,1710
2022-12-02,Italy,Moderna,34268029
2022-12-02,Italy,Pfizer/BioNTech,94879235
2022-12-02,Poland,Johnson&Johnson,2725887
2022-12-02,Poland,Moderna,3834037
2022-12-02,Poland,Pfizer/BioNTech,41767515
2022-12-02,Portugal,Moderna,3821289
2022-12-02,Portugal,Pfizer/BioNTech,18405830
2022-12-02,Portugal,Sinopharm/Beijing,4040
2022-12-02,Portugal,Sinovac,7426
2022-12-02,Slovakia,Johnson&Johnson,186330
2022-12-02,Slovakia,Moderna,681183
2022-12-02,Slovakia,Pfizer/BioNTech,5182107
