tDate,Country,Vaccine,NumberOfVaccinated
2022-12-22,Czechia,Moderna,1640643
2022-12-22,Czechia,Novavax,11037
2022-12-22,Czechia,Pfizer/BioNTech,15635306
2022-12-22,Germany,Johnson&Johnson,3756930
2022-12-22,Germany,Moderna,31559228
2022-12-22,Germany,Novavax,156577
2022-12-22,Germany,Pfizer/BioNTech,137942609
2022-12-22,Germany,Valneva,5225
2022-12-22,Italy,Moderna,34280942
2022-12-22,Italy,Pfizer/BioNTech,95304093
2022-12-22,Japan,Moderna,82508752
2022-12-22,Japan,Novavax,273025
2022-12-22,Japan,Pfizer/BioNTech,284293228
2022-12-22,South Korea,Johnson&Johnson,1518142
2022-12-22,South Korea,Novavax,252407
2022-12-22,South Korea,Pfizer/BioNTech,52597791
2022-12-22,South Korea,SKYCovione,425
