Date,Country,Vaccine,NumberOfVaccinated
2021-11-16,Austria,Johnson&Johnson,338358
2021-11-16,Austria,Moderna,1109230
2021-11-16,Austria,Oxford/AstraZeneca,1575198
2021-11-16,Austria,Pfizer/BioNTech,8882482
2021-11-16,Belgium,Johnson&Johnson,402207
2021-11-16,Belgium,Moderna,1370665
2021-11-16,Belgium,Oxford/AstraZeneca,2836989
2021-11-16,Belgium,Pfizer/BioNTech,11922598
2021-11-16,Chile,CanSino,572630
2021-11-16,Chile,Oxford/AstraZeneca,536310
2021-11-16,Chile,Pfizer/BioNTech,7465503
2021-11-16,Chile,Sinovac,23398807
2021-11-16,Czechia,Johnson&Johnson,344834
2021-11-16,Czechia,Moderna,1012490
2021-11-16,Czechia,Oxford/AstraZeneca,882886
2021-11-16,Czechia,Pfizer/BioNTech,10646631
2021-11-16,Estonia,Johnson&Johnson,68572
2021-11-16,Estonia,Moderna,159122
2021-11-16,Estonia,Oxford/AstraZeneca,235251
2021-11-16,Estonia,Pfizer/BioNTech,1089109
2021-11-16,Finland,Johnson&Johnson,0
2021-11-16,Finland,Moderna,904758
2021-11-16,Finland,Oxford/AstraZeneca,553475
2021-11-16,Finland,Pfizer/BioNTech,6367141
2021-11-16,France,Johnson&Johnson,1051377
2021-11-16,France,Moderna,11298017
2021-11-16,France,Oxford/AstraZeneca,7798590
2021-11-16,France,Pfizer/BioNTech,81577586
2021-11-16,Germany,Johnson&Johnson,3362415
2021-11-16,Germany,Moderna,9913424
2021-11-16,Germany,Oxford/AstraZeneca,12713136
2021-11-16,Germany,Pfizer/BioNTech,89738873
2021-11-16,Iceland,Johnson&Johnson,54121
2021-11-16,Iceland,Moderna,63207
2021-11-16,Iceland,Oxford/AstraZeneca,115597
2021-11-16,Iceland,Pfizer/BioNTech,365368
2021-11-16,Ireland,Johnson&Johnson,236239
2021-11-16,Ireland,Moderna,569038
2021-11-16,Ireland,Oxford/AstraZeneca,1189949
2021-11-16,Ireland,Pfizer/BioNTech,5238074
2021-11-16,Italy,Johnson&Johnson,1493984
2021-11-16,Italy,Moderna,11724327
2021-11-16,Italy,Oxford/AstraZeneca,12155107
2021-11-16,Italy,Pfizer/BioNTech,67205715
2021-11-16,Latvia,Johnson&Johnson,259589
2021-11-16,Latvia,Moderna,342251
2021-11-16,Latvia,Oxford/AstraZeneca,262372
2021-11-16,Latvia,Pfizer/BioNTech,1286904
2021-11-16,Luxembourg,Johnson&Johnson,39582
2021-11-16,Luxembourg,Moderna,70866
2021-11-16,Luxembourg,Oxford/AstraZeneca,105285
2021-11-16,Luxembourg,Pfizer/BioNTech,531148
2021-11-16,Poland,Johnson&Johnson,2233845
2021-11-16,Poland,Moderna,3043878
2021-11-16,Poland,Oxford/AstraZeneca,5284436
2021-11-16,Poland,Pfizer/BioNTech,25965959
2021-11-16,Slovakia,Johnson&Johnson,115354
2021-11-16,Slovakia,Moderna,509013
2021-11-16,Slovakia,Pfizer/BioNTech,3462601
2021-11-16,South Korea,Johnson&Johnson,1500819
2021-11-16,South Korea,Moderna,13328237
2021-11-16,South Korea,Oxford/AstraZeneca,22132188
2021-11-16,South Korea,Pfizer/BioNTech,45211847
2021-11-16,Switzerland,Johnson&Johnson,31821
2021-11-16,Switzerland,Moderna,7394765
2021-11-16,Switzerland,Pfizer/BioNTech,3924345
2021-11-16,United States,Johnson&Johnson,16233985
2021-11-16,United States,Moderna,168812041
2021-11-16,United States,Pfizer/BioNTech,257869920
