Date,Country,Vaccine,NumberOfVaccinated
2021-05-13,Chile,Oxford/AstraZeneca,90268
2021-05-13,Chile,Pfizer/BioNTech,2575937
2021-05-13,Chile,Sinovac,13751225
2021-05-13,Czechia,Johnson&Johnson,21651
2021-05-13,Czechia,Moderna,388362
2021-05-13,Czechia,Oxford/AstraZeneca,434321
2021-05-13,Czechia,Pfizer/BioNTech,3171678
2021-05-13,France,Johnson&Johnson,146623
2021-05-13,France,Moderna,2422985
2021-05-13,France,Oxford/AstraZeneca,4330441
2021-05-13,France,Pfizer/BioNTech,21145963
2021-05-13,Germany,Johnson&Johnson,40543
2021-05-13,Germany,Moderna,2681841
2021-05-13,Germany,Oxford/AstraZeneca,7470445
2021-05-13,Germany,Pfizer/BioNTech,28696512
2021-05-13,Iceland,Johnson&Johnson,8882
2021-05-13,Iceland,Moderna,15358
2021-05-13,Iceland,Oxford/AstraZeneca,62398
2021-05-13,Iceland,Pfizer/BioNTech,117336
2021-05-13,Italy,Johnson&Johnson,218990
2021-05-13,Italy,Moderna,2145814
2021-05-13,Italy,Oxford/AstraZeneca,5662659
2021-05-13,Italy,Pfizer/BioNTech,18123182
2021-05-13,Latvia,Johnson&Johnson,2318
2021-05-13,Latvia,Moderna,101502
2021-05-13,Latvia,Oxford/AstraZeneca,165936
2021-05-13,Latvia,Pfizer/BioNTech,212877
2021-05-13,Lithuania,Johnson&Johnson,7752
2021-05-13,Lithuania,Moderna,110824
2021-05-13,Lithuania,Oxford/AstraZeneca,278333
2021-05-13,Lithuania,Pfizer/BioNTech,884837
2021-05-13,Switzerland,Moderna,1874993
2021-05-13,Switzerland,Pfizer/BioNTech,1731256
2021-05-13,United States,Johnson&Johnson,9352742
2021-05-13,United States,Moderna,114354242
2021-05-13,United States,Pfizer/BioNTech,142692755
