tDate,Country,Vaccine,NumberOfVaccinated
2022-04-16,Czechia,Moderna,1589803
2022-04-16,Czechia,Novavax,5377
2022-04-16,Czechia,Pfizer/BioNTech,14646632
2022-04-16,France,Johnson&Johnson,1086535
2022-04-16,France,Moderna,23599453
2022-04-16,France,Oxford/AstraZeneca,7858435
2022-04-16,France,Pfizer/BioNTech,109921933
2022-04-16,Germany,Johnson&Johnson,3629071
2022-04-16,Germany,Moderna,29516268
2022-04-16,Germany,Novavax,99885
2022-04-16,Germany,Oxford/AstraZeneca,12758834
2022-04-16,Germany,Pfizer/BioNTech,126534896
2022-04-16,Italy,Moderna,33725404
2022-04-16,Italy,Novavax,37694
2022-04-16,Italy,Pfizer/BioNTech,88945869
2022-04-16,Latvia,Johnson&Johnson,293348
2022-04-16,Latvia,Moderna,712123
2022-04-16,Latvia,Pfizer/BioNTech,1613338
2022-04-16,South Korea,Johnson&Johnson,1542786
2022-04-16,South Korea,Moderna,24283556
2022-04-16,South Korea,Novavax,229311
2022-04-16,South Korea,Oxford/AstraZeneca,20317998
2022-04-16,South Korea,Pfizer/BioNTech,74494709
2022-04-16,Switzerland,Johnson&Johnson,60368
2022-04-16,Switzerland,Moderna,9773770
2022-04-16,Switzerland,Pfizer/BioNTech,5814652
