Date,Country,Vaccine,NumberOfVaccinated
2021-10-31,Chile,CanSino,571391
2021-10-31,Chile,Oxford/AstraZeneca,528809
2021-10-31,Chile,Pfizer/BioNTech,7392325
2021-10-31,Chile,Sinovac,22556013
2021-10-31,Czechia,Johnson&Johnson,280246
2021-10-31,Czechia,Moderna,951256
2021-10-31,Czechia,Oxford/AstraZeneca,882422
2021-10-31,Czechia,Pfizer/BioNTech,10145539
2021-10-31,France,Johnson&Johnson,1048163
2021-10-31,France,Moderna,11138933
2021-10-31,France,Oxford/AstraZeneca,7795541
2021-10-31,France,Pfizer/BioNTech,79204183
2021-10-31,Germany,Johnson&Johnson,3308947
2021-10-31,Germany,Moderna,9791157
2021-10-31,Germany,Oxford/AstraZeneca,12704843
2021-10-31,Germany,Pfizer/BioNTech,86192187
2021-10-31,Iceland,Johnson&Johnson,54033
2021-10-31,Iceland,Moderna,63044
2021-10-31,Iceland,Oxford/AstraZeneca,115550
2021-10-31,Iceland,Pfizer/BioNTech,339226
2021-10-31,Italy,Johnson&Johnson,1491771
2021-10-31,Italy,Moderna,11360344
2021-10-31,Italy,Oxford/AstraZeneca,12157458
2021-10-31,Italy,Pfizer/BioNTech,64874318
2021-10-31,Latvia,Johnson&Johnson,230635
2021-10-31,Latvia,Moderna,286304
2021-10-31,Latvia,Pfizer/BioNTech,1181200
2021-10-31,South Korea,Johnson&Johnson,1486088
2021-10-31,South Korea,Moderna,12021202
2021-10-31,South Korea,Oxford/AstraZeneca,22095519
2021-10-31,South Korea,Pfizer/BioNTech,42833930
2021-10-31,Switzerland,Johnson&Johnson,21074
2021-10-31,Switzerland,Moderna,7252722
2021-10-31,Switzerland,Pfizer/BioNTech,3806198
2021-10-31,United States,Johnson&Johnson,15632926
2021-10-31,United States,Moderna,158772903
2021-10-31,United States,Pfizer/BioNTech,247226364
