tDate,Country,Vaccine,NumberOfVaccinated
2021-04-26,Chile,Pfizer/BioNTech,1989613
2021-04-26,Chile,Sinovac,12313831
2021-04-26,Czechia,Johnson&Johnson,818
2021-04-26,Czechia,Moderna,305420
2021-04-26,Czechia,Oxford/AstraZeneca,356481
2021-04-26,Czechia,Pfizer/BioNTech,2239681
2021-04-26,France,Johnson&Johnson,5271
2021-04-26,France,Moderna,1638980
2021-04-26,France,Oxford/AstraZeneca,3786183
2021-04-26,France,Pfizer/BioNTech,14770225
2021-04-26,Germany,Johnson&Johnson,116
2021-04-26,Germany,Moderna,1539837
2021-04-26,Germany,Oxford/AstraZeneca,5634439
2021-04-26,Germany,Pfizer/BioNTech,18933798
2021-04-26,Iceland,Johnson&Johnson,0
2021-04-26,Iceland,Moderna,12474
2021-04-26,Iceland,Oxford/AstraZeneca,24047
2021-04-26,Iceland,Pfizer/BioNTech,77525
2021-04-26,Italy,Johnson&Johnson,21961
2021-04-26,Italy,Moderna,1297103
2021-04-26,Italy,Oxford/AstraZeneca,4063186
2021-04-26,Italy,Pfizer/BioNTech,12925677
2021-04-26,Latvia,Moderna,60390
2021-04-26,Latvia,Oxford/AstraZeneca,133922
2021-04-26,Latvia,Pfizer/BioNTech,75965
2021-04-26,Lithuania,Johnson&Johnson,12
2021-04-26,Lithuania,Moderna,74809
2021-04-26,Lithuania,Oxford/AstraZeneca,207474
2021-04-26,Lithuania,Pfizer/BioNTech,606342
2021-04-26,Switzerland,Moderna,1241135
2021-04-26,Switzerland,Pfizer/BioNTech,1275268
2021-04-26,United States,Johnson&Johnson,8087269
2021-04-26,United States,Moderna,100830533
2021-04-26,United States,Pfizer/BioNTech,121674501
