Date,Country,Vaccine,NumberOfVaccinated
2021-11-27,Chile,CanSino,572987
2021-11-27,Chile,Oxford/AstraZeneca,540920
2021-11-27,Chile,Pfizer/BioNTech,7519476
2021-11-27,Chile,Sinovac,23743694
2021-11-27,Czechia,Johnson&Johnson,383538
2021-11-27,Czechia,Moderna,1063141
2021-11-27,Czechia,Oxford/AstraZeneca,883543
2021-11-27,Czechia,Pfizer/BioNTech,11037234
2021-11-27,France,Johnson&Johnson,1054636
2021-11-27,France,Moderna,11470801
2021-11-27,France,Oxford/AstraZeneca,7802788
2021-11-27,France,Pfizer/BioNTech,84492957
2021-11-27,Germany,Johnson&Johnson,3446169
2021-11-27,Germany,Moderna,10254153
2021-11-27,Germany,Oxford/AstraZeneca,12698958
2021-11-27,Germany,Pfizer/BioNTech,95384187
2021-11-27,Italy,Johnson&Johnson,1495461
2021-11-27,Italy,Moderna,12472984
2021-11-27,Italy,Oxford/AstraZeneca,12158350
2021-11-27,Italy,Pfizer/BioNTech,69456252
2021-11-27,Latvia,Johnson&Johnson,270059
2021-11-27,Latvia,Moderna,392271
2021-11-27,Latvia,Pfizer/BioNTech,1324351
2021-11-27,South Korea,Johnson&Johnson,1512150
2021-11-27,South Korea,Moderna,13783347
2021-11-27,South Korea,Oxford/AstraZeneca,22147719
2021-11-27,South Korea,Pfizer/BioNTech,47329005
2021-11-27,Switzerland,Johnson&Johnson,37853
2021-11-27,Switzerland,Moderna,7623215
2021-11-27,Switzerland,Pfizer/BioNTech,4130577
