tDate,Country,Vaccine,NumberOfVaccinated
2022-08-28,Czechia,Moderna,1621290
2022-08-28,Czechia,Pfizer/BioNTech,14959807
2022-08-28,France,Moderna,23911341
2022-08-28,France,Novavax,31181
2022-08-28,France,Pfizer/BioNTech,116404906
2022-08-28,Germany,Johnson&Johnson,3750271
2022-08-28,Germany,Moderna,31442109
2022-08-28,Germany,Novavax,140364
2022-08-28,Germany,Pfizer/BioNTech,136486740
2022-08-28,Italy,Moderna,34229410
2022-08-28,Italy,Novavax,42842
2022-08-28,Italy,Pfizer/BioNTech,92345789
2022-08-28,Japan,Moderna,74874515
2022-08-28,Japan,Novavax,166602
2022-08-28,Japan,Pfizer/BioNTech,238783501
2022-08-28,South Korea,Moderna,25175203
2022-08-28,South Korea,Novavax,785243
2022-08-28,South Korea,Pfizer/BioNTech,80903734
