tDate,Country,Vaccine,NumberOfVaccinated
2021-08-04,Czechia,Johnson&Johnson,149559
2021-08-04,Czechia,Moderna,860539
2021-08-04,Czechia,Oxford/AstraZeneca,861145
2021-08-04,Czechia,Pfizer/BioNTech,8655718
2021-08-04,France,Johnson&Johnson,895516
2021-08-04,France,Moderna,7368713
2021-08-04,France,Oxford/AstraZeneca,7724293
2021-08-04,France,Pfizer/BioNTech,59920462
2021-08-04,Germany,Johnson&Johnson,2469423
2021-08-04,Germany,Moderna,8626609
2021-08-04,Germany,Oxford/AstraZeneca,12529794
2021-08-04,Germany,Pfizer/BioNTech,70216421
2021-08-04,Iceland,Johnson&Johnson,53280
2021-08-04,Iceland,Moderna,41152
2021-08-04,Iceland,Oxford/AstraZeneca,115268
2021-08-04,Iceland,Pfizer/BioNTech,265298
2021-08-04,Italy,Johnson&Johnson,1365305
2021-08-04,Italy,Moderna,7440130
2021-08-04,Italy,Oxford/AstraZeneca,11770061
2021-08-04,Italy,Pfizer/BioNTech,49713757
2021-08-04,Japan,Moderna,5687427
2021-08-04,Japan,Pfizer/BioNTech,86647668
2021-08-04,Latvia,Johnson&Johnson,102848
2021-08-04,Latvia,Moderna,222348
2021-08-04,Latvia,Oxford/AstraZeneca,293879
2021-08-04,Latvia,Pfizer/BioNTech,754460
2021-08-04,Lithuania,Johnson&Johnson,175156
2021-08-04,Lithuania,Moderna,227365
2021-08-04,Lithuania,Oxford/AstraZeneca,520003
2021-08-04,Lithuania,Pfizer/BioNTech,1789181
2021-08-04,Switzerland,Moderna,6025852
2021-08-04,Switzerland,Pfizer/BioNTech,3036179
2021-08-04,United States,Johnson&Johnson,13515943
2021-08-04,United States,Moderna,139513845
2021-08-04,United States,Pfizer/BioNTech,194761251
