Date,Country,Vaccine,NumberOfVaccinated
2021-05-14,Chile,Oxford/AstraZeneca,90499
2021-05-14,Chile,Pfizer/BioNTech,2620030
2021-05-14,Chile,Sinovac,13865444
2021-05-14,Czechia,Johnson&Johnson,22741
2021-05-14,Czechia,Moderna,393707
2021-05-14,Czechia,Oxford/AstraZeneca,440104
2021-05-14,Czechia,Pfizer/BioNTech,3244707
2021-05-14,France,Johnson&Johnson,154226
2021-05-14,France,Moderna,2496398
2021-05-14,France,Oxford/AstraZeneca,4370234
2021-05-14,France,Pfizer/BioNTech,21638700
2021-05-14,Germany,Johnson&Johnson,47974
2021-05-14,Germany,Moderna,2746094
2021-05-14,Germany,Oxford/AstraZeneca,7609027
2021-05-14,Germany,Pfizer/BioNTech,29241832
2021-05-14,Iceland,Johnson&Johnson,8882
2021-05-14,Iceland,Moderna,15358
2021-05-14,Iceland,Oxford/AstraZeneca,62421
2021-05-14,Iceland,Pfizer/BioNTech,117907
2021-05-14,Italy,Johnson&Johnson,227097
2021-05-14,Italy,Moderna,2195695
2021-05-14,Italy,Oxford/AstraZeneca,5759803
2021-05-14,Italy,Pfizer/BioNTech,18520181
2021-05-14,Latvia,Johnson&Johnson,3005
2021-05-14,Latvia,Moderna,104480
2021-05-14,Latvia,Oxford/AstraZeneca,169364
2021-05-14,Latvia,Pfizer/BioNTech,227269
2021-05-14,Lithuania,Johnson&Johnson,8414
2021-05-14,Lithuania,Moderna,113635
2021-05-14,Lithuania,Oxford/AstraZeneca,282435
2021-05-14,Lithuania,Pfizer/BioNTech,908810
2021-05-14,Switzerland,Moderna,1924666
2021-05-14,Switzerland,Pfizer/BioNTech,1759399
2021-05-14,United States,Johnson&Johnson,9431604
2021-05-14,United States,Moderna,115127784
2021-05-14,United States,Pfizer/BioNTech,143680891
