Date,Country,Vaccine,NumberOfVaccinated
2021-09-24,Austria,Johnson&Johnson,304087
2021-09-24,Austria,Moderna,1022131
2021-09-24,Austria,Oxford/AstraZeneca,1595532
2021-09-24,Austria,Pfizer/BioNTech,7481034
2021-09-24,Belgium,Johnson&Johnson,370905
2021-09-24,Belgium,Moderna,1327220
2021-09-24,Belgium,Oxford/AstraZeneca,2832000
2021-09-24,Belgium,Pfizer/BioNTech,10866939
2021-09-24,Chile,CanSino,564428
2021-09-24,Chile,Oxford/AstraZeneca,504749
2021-09-24,Chile,Pfizer/BioNTech,7286076
2021-09-24,Chile,Sinovac,20182762
2021-09-24,Czechia,Johnson&Johnson,231166
2021-09-24,Czechia,Moderna,917053
2021-09-24,Czechia,Oxford/AstraZeneca,881274
2021-09-24,Czechia,Pfizer/BioNTech,9746166
2021-09-24,Denmark,Johnson&Johnson,48296
2021-09-24,Denmark,Moderna,1169890
2021-09-24,Denmark,Oxford/AstraZeneca,154878
2021-09-24,Denmark,Pfizer/BioNTech,7442014
2021-09-24,Estonia,Johnson&Johnson,49279
2021-09-24,Estonia,Moderna,136819
2021-09-24,Estonia,Oxford/AstraZeneca,236314
2021-09-24,Estonia,Pfizer/BioNTech,905457
2021-09-24,Finland,Johnson&Johnson,0
2021-09-24,Finland,Moderna,798099
2021-09-24,Finland,Oxford/AstraZeneca,553006
2021-09-24,Finland,Pfizer/BioNTech,5850092
2021-09-24,France,Johnson&Johnson,1038732
2021-09-24,France,Moderna,10238767
2021-09-24,France,Oxford/AstraZeneca,7788125
2021-09-24,France,Pfizer/BioNTech,75012799
2021-09-24,Germany,Johnson&Johnson,3140838
2021-09-24,Germany,Moderna,9636614
2021-09-24,Germany,Oxford/AstraZeneca,12685874
2021-09-24,Germany,Pfizer/BioNTech,81445207
2021-09-24,Hungary,Johnson&Johnson,150839
2021-09-24,Hungary,Moderna,684920
2021-09-24,Hungary,Oxford/AstraZeneca,1244626
2021-09-24,Hungary,Pfizer/BioNTech,4721793
2021-09-24,Hungary,Sinopharm/Beijing,2102667
2021-09-24,Hungary,Sputnik V,1804318
2021-09-24,Ireland,Johnson&Johnson,235240
2021-09-24,Ireland,Moderna,568373
2021-09-24,Ireland,Oxford/AstraZeneca,1189304
2021-09-24,Ireland,Pfizer/BioNTech,4683865
2021-09-24,Italy,Johnson&Johnson,1469922
2021-09-24,Italy,Moderna,10484156
2021-09-24,Italy,Oxford/AstraZeneca,12144256
2021-09-24,Italy,Pfizer/BioNTech,59586235
2021-09-24,Latvia,Johnson&Johnson,120527
2021-09-24,Latvia,Moderna,244070
2021-09-24,Latvia,Oxford/AstraZeneca,272837
2021-09-24,Latvia,Pfizer/BioNTech,972517
2021-09-24,Lithuania,Johnson&Johnson,184969
2021-09-24,Lithuania,Moderna,256727
2021-09-24,Lithuania,Oxford/AstraZeneca,532687
2021-09-24,Lithuania,Pfizer/BioNTech,2058724
2021-09-24,Luxembourg,Johnson&Johnson,37195
2021-09-24,Luxembourg,Moderna,69897
2021-09-24,Luxembourg,Oxford/AstraZeneca,105304
2021-09-24,Luxembourg,Pfizer/BioNTech,505411
2021-09-24,Netherlands,Johnson&Johnson,814709
2021-09-24,Netherlands,Moderna,1964664
2021-09-24,Netherlands,Oxford/AstraZeneca,2801077
2021-09-24,Netherlands,Pfizer/BioNTech,16749610
2021-09-24,Norway,Johnson&Johnson,5069
2021-09-24,Norway,Moderna,1493046
2021-09-24,Norway,Oxford/AstraZeneca,145507
2021-09-24,Norway,Pfizer/BioNTech,5848610
2021-09-24,Poland,Johnson&Johnson,1956940
2021-09-24,Poland,Moderna,3031440
2021-09-24,Poland,Oxford/AstraZeneca,5279031
2021-09-24,Poland,Pfizer/BioNTech,25339541
2021-09-24,Portugal,Johnson&Johnson,1119860
2021-09-24,Portugal,Moderna,1901111
2021-09-24,Portugal,Oxford/AstraZeneca,2202218
2021-09-24,Portugal,Pfizer/BioNTech,9737830
2021-09-24,Slovakia,Johnson&Johnson,78428
2021-09-24,Slovakia,Moderna,479523
2021-09-24,Slovakia,Oxford/AstraZeneca,840349
2021-09-24,Slovakia,Pfizer/BioNTech,3099479
2021-09-24,Slovenia,Johnson&Johnson,118593
2021-09-24,Slovenia,Moderna,186679
2021-09-24,Slovenia,Oxford/AstraZeneca,321411
2021-09-24,Slovenia,Pfizer/BioNTech,1298935
2021-09-24,South Korea,Johnson&Johnson,1425804
2021-09-24,South Korea,Moderna,6089999
2021-09-24,South Korea,Oxford/AstraZeneca,21428245
2021-09-24,South Korea,Pfizer/BioNTech,30388803
2021-09-24,Spain,Johnson&Johnson,1960066
2021-09-24,Spain,Moderna,8235966
2021-09-24,Spain,Oxford/AstraZeneca,9772543
2021-09-24,Spain,Pfizer/BioNTech,45406747
2021-09-24,Sweden,Moderna,1698005
2021-09-24,Sweden,Oxford/AstraZeneca,1330112
2021-09-24,Sweden,Pfizer/BioNTech,10255316
2021-09-24,Switzerland,Moderna,6810959
2021-09-24,Switzerland,Pfizer/BioNTech,3495822
2021-09-24,United States,Johnson&Johnson,14900349
2021-09-24,United States,Moderna,150619059
2021-09-24,United States,Pfizer/BioNTech,222663971
