Date,Country,Vaccine,NumberOfVaccinated
2021-10-08,Austria,Johnson&Johnson,315557
2021-10-08,Austria,Moderna,1027431
2021-10-08,Austria,Oxford/AstraZeneca,1597799
2021-10-08,Austria,Pfizer/BioNTech,7586435
2021-10-08,Belgium,Johnson&Johnson,378190
2021-10-08,Belgium,Moderna,1333257
2021-10-08,Belgium,Oxford/AstraZeneca,2833073
2021-10-08,Belgium,Pfizer/BioNTech,10916016
2021-10-08,Chile,CanSino,569006
2021-10-08,Chile,Oxford/AstraZeneca,515502
2021-10-08,Chile,Pfizer/BioNTech,7330853
2021-10-08,Chile,Sinovac,21158998
2021-10-08,Czechia,Johnson&Johnson,241782
2021-10-08,Czechia,Moderna,925600
2021-10-08,Czechia,Oxford/AstraZeneca,881624
2021-10-08,Czechia,Pfizer/BioNTech,9835901
2021-10-08,Denmark,Johnson&Johnson,45822
2021-10-08,Denmark,Moderna,1136592
2021-10-08,Denmark,Oxford/AstraZeneca,153299
2021-10-08,Denmark,Pfizer/BioNTech,6876785
2021-10-08,Estonia,Johnson&Johnson,51907
2021-10-08,Estonia,Moderna,140398
2021-10-08,Estonia,Oxford/AstraZeneca,236276
2021-10-08,Estonia,Pfizer/BioNTech,917856
2021-10-08,Finland,Johnson&Johnson,0
2021-10-08,Finland,Moderna,825392
2021-10-08,Finland,Oxford/AstraZeneca,553124
2021-10-08,Finland,Pfizer/BioNTech,5954600
2021-10-08,France,Johnson&Johnson,1043425
2021-10-08,France,Moderna,10724412
2021-10-08,France,Oxford/AstraZeneca,7791334
2021-10-08,France,Pfizer/BioNTech,76597496
2021-10-08,Germany,Johnson&Johnson,3230733
2021-10-08,Germany,Moderna,9696209
2021-10-08,Germany,Oxford/AstraZeneca,12697626
2021-10-08,Germany,Pfizer/BioNTech,83377306
2021-10-08,Hungary,Johnson&Johnson,155054
2021-10-08,Hungary,Moderna,686367
2021-10-08,Hungary,Oxford/AstraZeneca,1244941
2021-10-08,Hungary,Pfizer/BioNTech,4754723
2021-10-08,Hungary,Sinopharm/Beijing,2108368
2021-10-08,Hungary,Sputnik V,1805329
2021-10-08,Iceland,Johnson&Johnson,53956
2021-10-08,Iceland,Moderna,62604
2021-10-08,Iceland,Oxford/AstraZeneca,115519
2021-10-08,Iceland,Pfizer/BioNTech,328001
2021-10-08,Ireland,Johnson&Johnson,235868
2021-10-08,Ireland,Moderna,568732
2021-10-08,Ireland,Oxford/AstraZeneca,1189387
2021-10-08,Ireland,Pfizer/BioNTech,4718110
2021-10-08,Italy,Johnson&Johnson,1480741
2021-10-08,Italy,Moderna,10891054
2021-10-08,Italy,Oxford/AstraZeneca,12151861
2021-10-08,Italy,Pfizer/BioNTech,61541708
2021-10-08,Latvia,Johnson&Johnson,151292
2021-10-08,Latvia,Moderna,249249
2021-10-08,Latvia,Oxford/AstraZeneca,261955
2021-10-08,Latvia,Pfizer/BioNTech,1027166
2021-10-08,Lithuania,Johnson&Johnson,204656
2021-10-08,Lithuania,Moderna,265246
2021-10-08,Lithuania,Oxford/AstraZeneca,533637
2021-10-08,Lithuania,Pfizer/BioNTech,2110760
2021-10-08,Luxembourg,Johnson&Johnson,37654
2021-10-08,Luxembourg,Moderna,69862
2021-10-08,Luxembourg,Oxford/AstraZeneca,105294
2021-10-08,Luxembourg,Pfizer/BioNTech,509371
2021-10-08,Netherlands,Johnson&Johnson,829946
2021-10-08,Netherlands,Moderna,1967163
2021-10-08,Netherlands,Oxford/AstraZeneca,2801030
2021-10-08,Netherlands,Pfizer/BioNTech,16859482
2021-10-08,Norway,Johnson&Johnson,5388
2021-10-08,Norway,Moderna,1528601
2021-10-08,Norway,Oxford/AstraZeneca,145734
2021-10-08,Norway,Pfizer/BioNTech,5887742
2021-10-08,Poland,Johnson&Johnson,2026872
2021-10-08,Poland,Moderna,3035849
2021-10-08,Poland,Oxford/AstraZeneca,5280709
2021-10-08,Poland,Pfizer/BioNTech,25952908
2021-10-08,Portugal,Johnson&Johnson,1123494
2021-10-08,Portugal,Moderna,1950575
2021-10-08,Portugal,Oxford/AstraZeneca,2207365
2021-10-08,Portugal,Pfizer/BioNTech,9771066
2021-10-08,Slovakia,Johnson&Johnson,86987
2021-10-08,Slovakia,Moderna,482216
2021-10-08,Slovakia,Oxford/AstraZeneca,841040
2021-10-08,Slovakia,Pfizer/BioNTech,3142801
2021-10-08,Slovenia,Johnson&Johnson,136198
2021-10-08,Slovenia,Moderna,192979
2021-10-08,Slovenia,Oxford/AstraZeneca,326701
2021-10-08,Slovenia,Pfizer/BioNTech,1397544
2021-10-08,South Korea,Johnson&Johnson,1458803
2021-10-08,South Korea,Moderna,8570287
2021-10-08,South Korea,Oxford/AstraZeneca,21756751
2021-10-08,South Korea,Pfizer/BioNTech,36989329
2021-10-08,Spain,Johnson&Johnson,1964525
2021-10-08,Spain,Moderna,8300779
2021-10-08,Spain,Oxford/AstraZeneca,9776925
2021-10-08,Spain,Pfizer/BioNTech,45808954
2021-10-08,Sweden,Moderna,1758584
2021-10-08,Sweden,Pfizer/BioNTech,10417831
2021-10-08,Switzerland,Johnson&Johnson,1890
2021-10-08,Switzerland,Moderna,6997339
2021-10-08,Switzerland,Pfizer/BioNTech,3641485
2021-10-08,United States,Johnson&Johnson,15145348
2021-10-08,United States,Moderna,152657055
2021-10-08,United States,Pfizer/BioNTech,232461866
