tDate,Country,Vaccine,NumberOfVaccinated
2021-05-02,Chile,Oxford/AstraZeneca,24334
2021-05-02,Chile,Pfizer/BioNTech,2170428
2021-05-02,Chile,Sinovac,12693023
2021-05-02,Czechia,Johnson&Johnson,6390
2021-05-02,Czechia,Moderna,333372
2021-05-02,Czechia,Oxford/AstraZeneca,380078
2021-05-02,Czechia,Pfizer/BioNTech,2506422
2021-05-02,France,Johnson&Johnson,61731
2021-05-02,France,Moderna,1879040
2021-05-02,France,Oxford/AstraZeneca,3979803
2021-05-02,France,Pfizer/BioNTech,16674348
2021-05-02,Germany,Johnson&Johnson,7403
2021-05-02,Germany,Moderna,1850570
2021-05-02,Germany,Oxford/AstraZeneca,5937761
2021-05-02,Germany,Pfizer/BioNTech,22572785
2021-05-02,Iceland,Johnson&Johnson,468
2021-05-02,Iceland,Moderna,12477
2021-05-02,Iceland,Oxford/AstraZeneca,45078
2021-05-02,Iceland,Pfizer/BioNTech,88313
2021-05-02,Italy,Johnson&Johnson,94595
2021-05-02,Italy,Moderna,1580186
2021-05-02,Italy,Oxford/AstraZeneca,4514730
2021-05-02,Italy,Pfizer/BioNTech,14756667
2021-05-02,Latvia,Johnson&Johnson,327
2021-05-02,Latvia,Moderna,75187
2021-05-02,Latvia,Oxford/AstraZeneca,144675
2021-05-02,Latvia,Pfizer/BioNTech,106532
2021-05-02,Lithuania,Johnson&Johnson,454
2021-05-02,Lithuania,Moderna,82699
2021-05-02,Lithuania,Oxford/AstraZeneca,214205
2021-05-02,Lithuania,Pfizer/BioNTech,706621
2021-05-02,Switzerland,Moderna,1419966
2021-05-02,Switzerland,Pfizer/BioNTech,1421320
2021-05-02,United States,Johnson&Johnson,8374395
2021-05-02,United States,Moderna,106780082
2021-05-02,United States,Pfizer/BioNTech,130252779
