tDate,Country,Vaccine,NumberOfVaccinated
2022-04-15,Austria,Johnson&Johnson,363976
2022-04-15,Austria,Moderna,1589750
2022-04-15,Austria,Novavax,6504
2022-04-15,Austria,Oxford/AstraZeneca,1588616
2022-04-15,Austria,Pfizer/BioNTech,14671495
2022-04-15,Belgium,Johnson&Johnson,426084
2022-04-15,Belgium,Moderna,4269677
2022-04-15,Belgium,Novavax,105
2022-04-15,Belgium,Oxford/AstraZeneca,2847053
2022-04-15,Belgium,Pfizer/BioNTech,17496939
2022-04-15,Czechia,Moderna,1589751
2022-04-15,Czechia,Novavax,5350
2022-04-15,Czechia,Pfizer/BioNTech,14646238
2022-04-15,Denmark,Moderna,1713101
2022-04-15,Denmark,Pfizer/BioNTech,10267361
2022-04-15,France,Johnson&Johnson,1086532
2022-04-15,France,Moderna,23598156
2022-04-15,France,Oxford/AstraZeneca,7858435
2022-04-15,France,Pfizer/BioNTech,109904287
2022-04-15,Germany,Johnson&Johnson,3629058
2022-04-15,Germany,Moderna,29514974
2022-04-15,Germany,Novavax,99384
2022-04-15,Germany,Oxford/AstraZeneca,12758833
2022-04-15,Germany,Pfizer/BioNTech,126528980
2022-04-15,Ireland,Johnson&Johnson,236895
2022-04-15,Ireland,Moderna,1175962
2022-04-15,Ireland,Novavax,137
2022-04-15,Ireland,Pfizer/BioNTech,8135455
2022-04-15,Italy,Moderna,33721474
2022-04-15,Italy,Novavax,37518
2022-04-15,Italy,Pfizer/BioNTech,88930412
2022-04-15,Latvia,Johnson&Johnson,293346
2022-04-15,Latvia,Pfizer/BioNTech,1613308
2022-04-15,Luxembourg,Johnson&Johnson,41516
2022-04-15,Luxembourg,Moderna,301025
2022-04-15,Luxembourg,Novavax,285
2022-04-15,Luxembourg,Oxford/AstraZeneca,105215
2022-04-15,Luxembourg,Pfizer/BioNTech,698130
2022-04-15,Poland,Johnson&Johnson,2691606
2022-04-15,Poland,Moderna,3641339
2022-04-15,Poland,Novavax,7190
2022-04-15,Poland,Oxford/AstraZeneca,5289004
2022-04-15,Poland,Pfizer/BioNTech,38686060
2022-04-15,Slovakia,Moderna,672934
2022-04-15,Slovakia,Novavax,838
2022-04-15,Slovakia,Pfizer/BioNTech,5092898
2022-04-15,South Korea,Johnson&Johnson,1542773
2022-04-15,South Korea,Moderna,24281976
2022-04-15,South Korea,Novavax,228004
2022-04-15,South Korea,Oxford/AstraZeneca,20317895
2022-04-15,South Korea,Pfizer/BioNTech,74485779
2022-04-15,United States,Johnson&Johnson,18640686
2022-04-15,United States,Moderna,213642288
2022-04-15,United States,Pfizer/BioNTech,335486821
