tDate,Country,Vaccine,NumberOfVaccinated
2022-05-23,Chile,CanSino,0
2022-05-23,Chile,Moderna,0
2022-05-23,Chile,Oxford/AstraZeneca,549678
2022-05-23,Chile,Pfizer/BioNTech,7978662
2022-05-23,Chile,Sinovac,25779145
2022-05-23,Czechia,Johnson&Johnson,412887
2022-05-23,Czechia,Moderna,1597304
2022-05-23,Czechia,Novavax,7623
2022-05-23,Czechia,Pfizer/BioNTech,14715832
2022-05-23,France,Johnson&Johnson,1087433
2022-05-23,France,Moderna,23682446
2022-05-23,France,Novavax,19658
2022-05-23,France,Oxford/AstraZeneca,7859314
2022-05-23,France,Pfizer/BioNTech,111675339
2022-05-23,Germany,Johnson&Johnson,3722028
2022-05-23,Germany,Moderna,30547581
2022-05-23,Germany,Novavax,119873
2022-05-23,Germany,Oxford/AstraZeneca,12877612
2022-05-23,Germany,Pfizer/BioNTech,132542172
2022-05-23,Italy,Moderna,34018930
2022-05-23,Italy,Novavax,41194
2022-05-23,Italy,Pfizer/BioNTech,89840584
2022-05-23,Japan,Moderna,63902767
2022-05-23,Japan,Oxford/AstraZeneca,117259
2022-05-23,Japan,Pfizer/BioNTech,215091629
2022-05-23,Latvia,Johnson&Johnson,293646
2022-05-23,Latvia,Moderna,713986
2022-05-23,Latvia,Pfizer/BioNTech,1619543
2022-05-23,South Korea,Johnson&Johnson,1543252
2022-05-23,South Korea,Moderna,24650874
2022-05-23,South Korea,Novavax,503718
2022-05-23,South Korea,Oxford/AstraZeneca,20320119
2022-05-23,South Korea,Pfizer/BioNTech,78040917
2022-05-23,Switzerland,Johnson&Johnson,60849
2022-05-23,Switzerland,Moderna,9796043
2022-05-23,Switzerland,Pfizer/BioNTech,5840729
2022-05-23,United States,Johnson&Johnson,18765566
2022-05-23,United States,Moderna,220440746
2022-05-23,United States,Pfizer/BioNTech,344672021
