tDate,Country,Vaccine,NumberOfVaccinated
2023-03-28,Czechia,Johnson&Johnson,413846
2023-03-28,Czechia,Moderna,1641465
2023-03-28,Czechia,Pfizer/BioNTech,15667841
2023-03-28,France,Johnson&Johnson,1090951
2023-03-28,France,Moderna,24127658
2023-03-28,France,Novavax,39323
2023-03-28,France,Pfizer/BioNTech,121261745
2023-03-28,France,Sanofi/GSK,4376
2023-03-28,Germany,Johnson&Johnson,3761394
2023-03-28,Germany,Moderna,31586277
2023-03-28,Germany,Pfizer/BioNTech,138200520
2023-03-28,Germany,Valneva,7760
2023-03-28,Italy,Moderna,34336313
2023-03-28,Italy,Pfizer/BioNTech,95772284
2023-03-28,Italy,Sanofi/GSK,120
2023-03-28,Japan,Moderna,83374565
2023-03-28,Japan,Novavax,311444
2023-03-28,Japan,Pfizer/BioNTech,299347414
2023-03-28,South Korea,Johnson&Johnson,1516727
2023-03-28,South Korea,Novavax,261516
2023-03-28,South Korea,Pfizer/BioNTech,52258312
2023-03-28,South Korea,SKYCovione,559
