Date,Country,Vaccine,NumberOfVaccinated
2021-11-07,Chile,CanSino,572037
2021-11-07,Chile,Oxford/AstraZeneca,532489
2021-11-07,Chile,Pfizer/BioNTech,7420942
2021-11-07,Chile,Sinovac,22967857
2021-11-07,Czechia,Johnson&Johnson,310039
2021-11-07,Czechia,Moderna,976951
2021-11-07,Czechia,Oxford/AstraZeneca,882677
2021-11-07,Czechia,Pfizer/BioNTech,10359761
2021-11-07,France,Johnson&Johnson,1049505
2021-11-07,France,Moderna,11204317
2021-11-07,France,Oxford/AstraZeneca,7796684
2021-11-07,France,Pfizer/BioNTech,80041423
2021-11-07,Germany,Johnson&Johnson,3329320
2021-11-07,Germany,Moderna,9832449
2021-11-07,Germany,Oxford/AstraZeneca,12708573
2021-11-07,Germany,Pfizer/BioNTech,87355648
2021-11-07,Iceland,Johnson&Johnson,54070
2021-11-07,Iceland,Moderna,63149
2021-11-07,Iceland,Oxford/AstraZeneca,115564
2021-11-07,Iceland,Pfizer/BioNTech,344696
2021-11-07,Italy,Johnson&Johnson,1492555
2021-11-07,Italy,Moderna,11467331
2021-11-07,Italy,Pfizer/BioNTech,65775120
2021-11-07,Latvia,Johnson&Johnson,245071
2021-11-07,Latvia,Moderna,309403
2021-11-07,Latvia,Oxford/AstraZeneca,262401
2021-11-07,Latvia,Pfizer/BioNTech,1228478
2021-11-07,South Korea,Johnson&Johnson,1490879
2021-11-07,South Korea,Moderna,12450174
2021-11-07,South Korea,Oxford/AstraZeneca,22117571
2021-11-07,South Korea,Pfizer/BioNTech,43680692
2021-11-07,Switzerland,Johnson&Johnson,24841
2021-11-07,Switzerland,Moderna,7295777
2021-11-07,Switzerland,Pfizer/BioNTech,3835639
2021-11-07,United States,Johnson&Johnson,15917693
2021-11-07,United States,Moderna,163390613
2021-11-07,United States,Pfizer/BioNTech,251090534
