Date,Country,Vaccine,NumberOfVaccinated
2021-11-14,Chile,CanSino,572544
2021-11-14,Chile,Oxford/AstraZeneca,534940
2021-11-14,Chile,Pfizer/BioNTech,7453495
2021-11-14,Chile,Sinovac,23305212
2021-11-14,Czechia,Johnson&Johnson,336223
2021-11-14,Czechia,Moderna,1002564
2021-11-14,Czechia,Oxford/AstraZeneca,882846
2021-11-14,Czechia,Pfizer/BioNTech,10570802
2021-11-14,France,Johnson&Johnson,1051271
2021-11-14,France,Moderna,11272305
2021-11-14,France,Oxford/AstraZeneca,7798215
2021-11-14,France,Pfizer/BioNTech,81122567
2021-11-14,Germany,Johnson&Johnson,3354945
2021-11-14,Germany,Moderna,9892391
2021-11-14,Germany,Oxford/AstraZeneca,12712131
2021-11-14,Germany,Pfizer/BioNTech,89066153
2021-11-14,Iceland,Johnson&Johnson,54121
2021-11-14,Iceland,Moderna,63205
2021-11-14,Iceland,Oxford/AstraZeneca,115596
2021-11-14,Iceland,Pfizer/BioNTech,350801
2021-11-14,Italy,Johnson&Johnson,1493790
2021-11-14,Italy,Moderna,11659027
2021-11-14,Italy,Oxford/AstraZeneca,12155079
2021-11-14,Italy,Pfizer/BioNTech,66857721
2021-11-14,Latvia,Johnson&Johnson,256467
2021-11-14,Latvia,Moderna,334213
2021-11-14,Latvia,Pfizer/BioNTech,1277025
2021-11-14,South Korea,Johnson&Johnson,1498304
2021-11-14,South Korea,Moderna,13211586
2021-11-14,South Korea,Oxford/AstraZeneca,22129600
2021-11-14,South Korea,Pfizer/BioNTech,44791863
2021-11-14,Switzerland,Johnson&Johnson,30779
2021-11-14,Switzerland,Moderna,7360115
2021-11-14,Switzerland,Pfizer/BioNTech,3890120
2021-11-14,United States,Johnson&Johnson,16169549
2021-11-14,United States,Moderna,167679443
2021-11-14,United States,Pfizer/BioNTech,256253584
