Date,Country,Vaccine,NumberOfVaccinated
2021-08-14,Chile,CanSino,509678
2021-08-14,Chile,Oxford/AstraZeneca,472112
2021-08-14,Chile,Pfizer/BioNTech,6811040
2021-08-14,Chile,Sinovac,18935751
2021-08-14,Czechia,Johnson&Johnson,172284
2021-08-14,Czechia,Moderna,875826
2021-08-14,Czechia,Oxford/AstraZeneca,872032
2021-08-14,Czechia,Pfizer/BioNTech,9038803
2021-08-14,France,Johnson&Johnson,959566
2021-08-14,France,Moderna,7992661
2021-08-14,France,Oxford/AstraZeneca,7755779
2021-08-14,France,Pfizer/BioNTech,64041403
2021-08-14,Germany,Johnson&Johnson,2608837
2021-08-14,Germany,Moderna,9005739
2021-08-14,Germany,Oxford/AstraZeneca,12586589
2021-08-14,Germany,Pfizer/BioNTech,73384113
2021-08-14,Iceland,Johnson&Johnson,53486
2021-08-14,Iceland,Moderna,46448
2021-08-14,Iceland,Oxford/AstraZeneca,115338
2021-08-14,Iceland,Pfizer/BioNTech,272591
2021-08-14,Italy,Johnson&Johnson,1397438
2021-08-14,Italy,Moderna,8138376
2021-08-14,Italy,Oxford/AstraZeneca,11981412
2021-08-14,Italy,Pfizer/BioNTech,52263003
2021-08-14,Latvia,Johnson&Johnson,108264
2021-08-14,Latvia,Moderna,225808
2021-08-14,Latvia,Oxford/AstraZeneca,293877
2021-08-14,Latvia,Pfizer/BioNTech,796964
2021-08-14,Lithuania,Johnson&Johnson,278704
2021-08-14,Lithuania,Moderna,233749
2021-08-14,Lithuania,Oxford/AstraZeneca,526201
2021-08-14,Lithuania,Pfizer/BioNTech,1879786
2021-08-14,South Korea,Johnson&Johnson,1129782
2021-08-14,South Korea,Moderna,1008160
2021-08-14,South Korea,Oxford/AstraZeneca,13993375
2021-08-14,South Korea,Pfizer/BioNTech,14849737
2021-08-14,Switzerland,Moderna,6159724
2021-08-14,Switzerland,Pfizer/BioNTech,3098653
2021-08-14,United States,Johnson&Johnson,13865764
2021-08-14,United States,Moderna,141484707
2021-08-14,United States,Pfizer/BioNTech,200086401
