tDate,Country,Vaccine,NumberOfVaccinated
2022-10-15,Czechia,Moderna,1634464
2022-10-15,Czechia,Pfizer/BioNTech,15283177
2022-10-15,Germany,Johnson&Johnson,3752210
2022-10-15,Germany,Moderna,31547146
2022-10-15,Germany,Novavax,149316
2022-10-15,Germany,Pfizer/BioNTech,137621024
2022-10-15,Germany,Valneva,1404
2022-10-15,Italy,Moderna,34242761
2022-10-15,Italy,Pfizer/BioNTech,93295501
2022-10-15,South Korea,Moderna,25251692
2022-10-15,South Korea,Novavax,839805
2022-10-15,South Korea,Pfizer/BioNTech,81263993
2022-10-15,South Korea,SKYCovione,933
