tDate,Country,Vaccine,NumberOfVaccinated
2022-05-01,Chile,CanSino,0
2022-05-01,Chile,Moderna,0
2022-05-01,Chile,Oxford/AstraZeneca,549662
2022-05-01,Chile,Pfizer/BioNTech,7957020
2022-05-01,Chile,Sinovac,25720430
2022-05-01,Czechia,Moderna,1593066
2022-05-01,Czechia,Novavax,6570
2022-05-01,Czechia,Pfizer/BioNTech,14675721
2022-05-01,France,Johnson&Johnson,1086931
2022-05-01,France,Moderna,23633097
2022-05-01,France,Oxford/AstraZeneca,7858818
2022-05-01,France,Pfizer/BioNTech,110868217
2022-05-01,Germany,Johnson&Johnson,3719727
2022-05-01,Germany,Moderna,30380728
2022-05-01,Germany,Novavax,111055
2022-05-01,Germany,Oxford/AstraZeneca,12876078
2022-05-01,Germany,Pfizer/BioNTech,131477711
2022-05-01,Italy,Moderna,33835946
2022-05-01,Italy,Novavax,39725
2022-05-01,Italy,Pfizer/BioNTech,89296177
2022-05-01,Latvia,Pfizer/BioNTech,1616229
2022-05-01,South Korea,Johnson&Johnson,1542979
2022-05-01,South Korea,Moderna,24465403
2022-05-01,South Korea,Novavax,385791
2022-05-01,South Korea,Oxford/AstraZeneca,20319025
2022-05-01,South Korea,Pfizer/BioNTech,76431435
2022-05-01,Switzerland,Johnson&Johnson,60539
2022-05-01,Switzerland,Moderna,9781847
2022-05-01,Switzerland,Pfizer/BioNTech,5824708
2022-05-01,United States,Johnson&Johnson,18706597
2022-05-01,United States,Moderna,216993256
2022-05-01,United States,Pfizer/BioNTech,339892644
