tDate,Country,Vaccine,NumberOfVaccinated
2022-10-13,Czechia,Johnson&Johnson,413814
2022-10-13,Czechia,Moderna,1634092
2022-10-13,Czechia,Novavax,10428
2022-10-13,Czechia,Pfizer/BioNTech,15261649
2022-10-13,France,Johnson&Johnson,1089696
2022-10-13,France,Moderna,23937615
2022-10-13,France,Novavax,33095
2022-10-13,France,Pfizer/BioNTech,117262520
2022-10-13,Germany,Johnson&Johnson,3752110
2022-10-13,Germany,Moderna,31546237
2022-10-13,Germany,Novavax,148881
2022-10-13,Germany,Pfizer/BioNTech,137598463
2022-10-13,Germany,Valneva,1292
2022-10-13,Italy,Moderna,34241651
2022-10-13,Italy,Pfizer/BioNTech,93220666
2022-10-13,Japan,Moderna,79021970
2022-10-13,Japan,Novavax,222092
2022-10-13,Japan,Pfizer/BioNTech,247091403
2022-10-13,South Korea,Johnson&Johnson,1544548
2022-10-13,South Korea,Moderna,25250317
2022-10-13,South Korea,Novavax,837621
2022-10-13,South Korea,Pfizer/BioNTech,81254203
2022-10-13,South Korea,SKYCovione,833
