Date,Country,Vaccine,NumberOfVaccinated
2021-06-15,Austria,Johnson&Johnson,91523
2021-06-15,Austria,Moderna,678651
2021-06-15,Austria,Oxford/AstraZeneca,1189129
2021-06-15,Austria,Pfizer/BioNTech,4915137
2021-06-15,Belgium,Johnson&Johnson,184774
2021-06-15,Belgium,Moderna,774480
2021-06-15,Belgium,Oxford/AstraZeneca,1817984
2021-06-15,Belgium,Pfizer/BioNTech,6257829
2021-06-15,Chile,CanSino,208779
2021-06-15,Chile,Oxford/AstraZeneca,373472
2021-06-15,Chile,Pfizer/BioNTech,3771268
2021-06-15,Chile,Sinovac,16524450
2021-06-15,Czechia,Johnson&Johnson,71528
2021-06-15,Czechia,Moderna,599793
2021-06-15,Czechia,Oxford/AstraZeneca,651049
2021-06-15,Czechia,Pfizer/BioNTech,5469442
2021-06-15,Estonia,Johnson&Johnson,16900
2021-06-15,Estonia,Moderna,78794
2021-06-15,Estonia,Oxford/AstraZeneca,209039
2021-06-15,Estonia,Pfizer/BioNTech,551119
2021-06-15,Finland,Moderna,331139
2021-06-15,Finland,Pfizer/BioNTech,2945167
2021-06-15,France,Johnson&Johnson,462180
2021-06-15,France,Moderna,4145760
2021-06-15,France,Oxford/AstraZeneca,5968701
2021-06-15,France,Pfizer/BioNTech,35056212
2021-06-15,Germany,Johnson&Johnson,1417811
2021-06-15,Germany,Moderna,5142619
2021-06-15,Germany,Oxford/AstraZeneca,10145561
2021-06-15,Germany,Pfizer/BioNTech,45732149
2021-06-15,Hungary,Johnson&Johnson,76383
2021-06-15,Hungary,Moderna,610927
2021-06-15,Hungary,Oxford/AstraZeneca,1008697
2021-06-15,Hungary,Pfizer/BioNTech,4018537
2021-06-15,Hungary,Sinopharm/Beijing,2028040
2021-06-15,Hungary,Sputnik V,1793525
2021-06-15,Iceland,Johnson&Johnson,36260
2021-06-15,Iceland,Moderna,28308
2021-06-15,Iceland,Oxford/AstraZeneca,80452
2021-06-15,Iceland,Pfizer/BioNTech,195328
2021-06-15,Ireland,Johnson&Johnson,71922
2021-06-15,Ireland,Moderna,293250
2021-06-15,Ireland,Oxford/AstraZeneca,744740
2021-06-15,Ireland,Pfizer/BioNTech,2324141
2021-06-15,Italy,Johnson&Johnson,1156345
2021-06-15,Italy,Moderna,4032692
2021-06-15,Italy,Oxford/AstraZeneca,8081216
2021-06-15,Italy,Pfizer/BioNTech,30076441
2021-06-15,Latvia,Johnson&Johnson,40923
2021-06-15,Latvia,Moderna,182376
2021-06-15,Latvia,Oxford/AstraZeneca,258614
2021-06-15,Latvia,Pfizer/BioNTech,534502
2021-06-15,Lithuania,Johnson&Johnson,78212
2021-06-15,Lithuania,Moderna,184590
2021-06-15,Lithuania,Oxford/AstraZeneca,381204
2021-06-15,Lithuania,Pfizer/BioNTech,1352477
2021-06-15,Luxembourg,Johnson&Johnson,17559
2021-06-15,Luxembourg,Moderna,41349
2021-06-15,Luxembourg,Oxford/AstraZeneca,89690
2021-06-15,Luxembourg,Pfizer/BioNTech,311827
2021-06-15,Netherlands,Johnson&Johnson,438795
2021-06-15,Netherlands,Moderna,990361
2021-06-15,Netherlands,Oxford/AstraZeneca,2411411
2021-06-15,Netherlands,Pfizer/BioNTech,9084078
2021-06-15,Poland,Johnson&Johnson,853163
2021-06-15,Poland,Moderna,2689172
2021-06-15,Poland,Oxford/AstraZeneca,4174888
2021-06-15,Poland,Pfizer/BioNTech,18922922
2021-06-15,Slovakia,Johnson&Johnson,0
2021-06-15,Slovakia,Moderna,327461
2021-06-15,Slovakia,Oxford/AstraZeneca,662751
2021-06-15,Slovakia,Pfizer/BioNTech,2112124
2021-06-15,Slovakia,Sputnik V,5619
2021-06-15,Spain,Johnson&Johnson,935057
2021-06-15,Spain,Moderna,3299796
2021-06-15,Spain,Oxford/AstraZeneca,5937618
2021-06-15,Spain,Pfizer/BioNTech,24526142
2021-06-15,Switzerland,Moderna,3807582
2021-06-15,Switzerland,Pfizer/BioNTech,2511600
2021-06-15,United States,Johnson&Johnson,11666437
2021-06-15,United States,Moderna,129501089
2021-06-15,United States,Pfizer/BioNTech,170482950
