Date,Country,Vaccine,NumberOfVaccinated
2021-06-04,Chile,CanSino,107543
2021-06-04,Chile,Oxford/AstraZeneca,362705
2021-06-04,Chile,Pfizer/BioNTech,3612831
2021-06-04,Chile,Sinovac,15349832
2021-06-04,Czechia,Johnson&Johnson,50965
2021-06-04,Czechia,Moderna,535257
2021-06-04,Czechia,Oxford/AstraZeneca,580949
2021-06-04,Czechia,Pfizer/BioNTech,4621866
2021-06-04,France,Johnson&Johnson,359536
2021-06-04,France,Moderna,3588249
2021-06-04,France,Oxford/AstraZeneca,5435709
2021-06-04,France,Pfizer/BioNTech,30274800
2021-06-04,Germany,Johnson&Johnson,806179
2021-06-04,Germany,Moderna,4299305
2021-06-04,Germany,Oxford/AstraZeneca,9551122
2021-06-04,Germany,Pfizer/BioNTech,39752505
2021-06-04,Iceland,Johnson&Johnson,15787
2021-06-04,Iceland,Moderna,28307
2021-06-04,Iceland,Oxford/AstraZeneca,68181
2021-06-04,Iceland,Pfizer/BioNTech,162000
2021-06-04,Italy,Johnson&Johnson,843570
2021-06-04,Italy,Moderna,3478929
2021-06-04,Italy,Oxford/AstraZeneca,7453712
2021-06-04,Italy,Pfizer/BioNTech,25461959
2021-06-04,Latvia,Johnson&Johnson,25771
2021-06-04,Latvia,Moderna,164112
2021-06-04,Latvia,Oxford/AstraZeneca,203149
2021-06-04,Latvia,Pfizer/BioNTech,450878
2021-06-04,Lithuania,Johnson&Johnson,42996
2021-06-04,Lithuania,Moderna,158547
2021-06-04,Lithuania,Oxford/AstraZeneca,349755
2021-06-04,Lithuania,Pfizer/BioNTech,1228461
2021-06-04,Switzerland,Moderna,3085577
2021-06-04,Switzerland,Pfizer/BioNTech,2298024
2021-06-04,United States,Johnson&Johnson,11014773
2021-06-04,United States,Moderna,125990795
2021-06-04,United States,Pfizer/BioNTech,161890897
