Date,Country,Vaccine,NumberOfVaccinated
2021-06-03,Chile,CanSino,73264
2021-06-03,Chile,Oxford/AstraZeneca,361155
2021-06-03,Chile,Pfizer/BioNTech,3588845
2021-06-03,Chile,Sinovac,15265231
2021-06-03,Czechia,Johnson&Johnson,47742
2021-06-03,Czechia,Moderna,526154
2021-06-03,Czechia,Oxford/AstraZeneca,570516
2021-06-03,Czechia,Pfizer/BioNTech,4528630
2021-06-03,France,Johnson&Johnson,337488
2021-06-03,France,Moderna,3499857
2021-06-03,France,Oxford/AstraZeneca,5326750
2021-06-03,France,Pfizer/BioNTech,29748450
2021-06-03,Germany,Johnson&Johnson,729372
2021-06-03,Germany,Moderna,4229451
2021-06-03,Germany,Oxford/AstraZeneca,9473150
2021-06-03,Germany,Pfizer/BioNTech,39158890
2021-06-03,Iceland,Johnson&Johnson,15254
2021-06-03,Iceland,Moderna,28307
2021-06-03,Iceland,Oxford/AstraZeneca,68129
2021-06-03,Iceland,Pfizer/BioNTech,161920
2021-06-03,Italy,Johnson&Johnson,796254
2021-06-03,Italy,Moderna,3421422
2021-06-03,Italy,Oxford/AstraZeneca,7391741
2021-06-03,Italy,Pfizer/BioNTech,25001934
2021-06-03,Latvia,Johnson&Johnson,23993
2021-06-03,Latvia,Moderna,159360
2021-06-03,Latvia,Oxford/AstraZeneca,201859
2021-06-03,Latvia,Pfizer/BioNTech,438882
2021-06-03,Lithuania,Johnson&Johnson,39970
2021-06-03,Lithuania,Moderna,155262
2021-06-03,Lithuania,Oxford/AstraZeneca,343195
2021-06-03,Lithuania,Pfizer/BioNTech,1198794
2021-06-03,Switzerland,Moderna,3002852
2021-06-03,Switzerland,Pfizer/BioNTech,2275182
2021-06-03,United States,Johnson&Johnson,10939901
2021-06-03,United States,Moderna,125508313
2021-06-03,United States,Pfizer/BioNTech,161050513
