Date,Country,Vaccine,NumberOfVaccinated
2021-07-18,Chile,CanSino,492995
2021-07-18,Chile,Oxford/AstraZeneca,394192
2021-07-18,Chile,Pfizer/BioNTech,5649601
2021-07-18,Chile,Sinovac,18229805
2021-07-18,Czechia,Johnson&Johnson,107377
2021-07-18,Czechia,Moderna,808760
2021-07-18,Czechia,Oxford/AstraZeneca,811537
2021-07-18,Czechia,Pfizer/BioNTech,7802305
2021-07-18,France,Johnson&Johnson,700065
2021-07-18,France,Moderna,6135456
2021-07-18,France,Oxford/AstraZeneca,7473179
2021-07-18,France,Pfizer/BioNTech,50622257
2021-07-18,Germany,Johnson&Johnson,2246643
2021-07-18,Germany,Moderna,7930384
2021-07-18,Germany,Oxford/AstraZeneca,12274707
2021-07-18,Germany,Pfizer/BioNTech,63770439
2021-07-18,Iceland,Johnson&Johnson,52926
2021-07-18,Iceland,Moderna,40214
2021-07-18,Iceland,Oxford/AstraZeneca,114923
2021-07-18,Iceland,Pfizer/BioNTech,258740
2021-07-18,Italy,Johnson&Johnson,1292790
2021-07-18,Italy,Moderna,6052350
2021-07-18,Italy,Oxford/AstraZeneca,10529219
2021-07-18,Italy,Pfizer/BioNTech,43740446
2021-07-18,Japan,Moderna,2799493
2021-07-18,Japan,Pfizer/BioNTech,69484664
2021-07-18,Latvia,Johnson&Johnson,88816
2021-07-18,Latvia,Moderna,215391
2021-07-18,Latvia,Oxford/AstraZeneca,292867
2021-07-18,Latvia,Pfizer/BioNTech,682433
2021-07-18,Lithuania,Johnson&Johnson,138574
2021-07-18,Lithuania,Moderna,214797
2021-07-18,Lithuania,Oxford/AstraZeneca,482977
2021-07-18,Lithuania,Pfizer/BioNTech,1644399
2021-07-18,Switzerland,Moderna,5591486
2021-07-18,Switzerland,Pfizer/BioNTech,2905880
2021-07-18,United States,Johnson&Johnson,13026794
2021-07-18,United States,Moderna,136777777
2021-07-18,United States,Pfizer/BioNTech,187652680
