tDate,Country,Vaccine,NumberOfVaccinated
2021-05-17,Chile,Oxford/AstraZeneca,90832
2021-05-17,Chile,Pfizer/BioNTech,2673251
2021-05-17,Chile,Sinovac,13984788
2021-05-17,Czechia,Johnson&Johnson,23704
2021-05-17,Czechia,Moderna,400033
2021-05-17,Czechia,Oxford/AstraZeneca,447373
2021-05-17,Czechia,Pfizer/BioNTech,3368339
2021-05-17,France,Johnson&Johnson,162434
2021-05-17,France,Moderna,2670938
2021-05-17,France,Oxford/AstraZeneca,4428781
2021-05-17,France,Pfizer/BioNTech,22597142
2021-05-17,Germany,Johnson&Johnson,67555
2021-05-17,Germany,Moderna,2940788
2021-05-17,Germany,Oxford/AstraZeneca,7811957
2021-05-17,Germany,Pfizer/BioNTech,30060728
2021-05-17,Iceland,Johnson&Johnson,8883
2021-05-17,Iceland,Moderna,22547
2021-05-17,Iceland,Oxford/AstraZeneca,62505
2021-05-17,Iceland,Pfizer/BioNTech,117910
2021-05-17,Italy,Johnson&Johnson,279104
2021-05-17,Italy,Moderna,2331167
2021-05-17,Italy,Oxford/AstraZeneca,6014971
2021-05-17,Italy,Pfizer/BioNTech,19494491
2021-05-17,Latvia,Johnson&Johnson,3625
2021-05-17,Latvia,Moderna,107870
2021-05-17,Latvia,Oxford/AstraZeneca,172328
2021-05-17,Latvia,Pfizer/BioNTech,250112
2021-05-17,Lithuania,Johnson&Johnson,9310
2021-05-17,Lithuania,Moderna,122425
2021-05-17,Lithuania,Oxford/AstraZeneca,289424
2021-05-17,Lithuania,Pfizer/BioNTech,914563
2021-05-17,Switzerland,Moderna,2016433
2021-05-17,Switzerland,Pfizer/BioNTech,1814480
2021-05-17,United States,Johnson&Johnson,9697720
2021-05-17,United States,Moderna,117247242
2021-05-17,United States,Pfizer/BioNTech,147265442
