tDate,Country,Vaccine,NumberOfVaccinated
2021-11-28,Chile,CanSino,573002
2021-11-28,Chile,Oxford/AstraZeneca,540937
2021-11-28,Chile,Pfizer/BioNTech,7519899
2021-11-28,Chile,Sinovac,23744574
2021-11-28,Czechia,Johnson&Johnson,384541
2021-11-28,Czechia,Moderna,1064683
2021-11-28,Czechia,Pfizer/BioNTech,11050225
2021-11-28,France,Johnson&Johnson,1055361
2021-11-28,France,Moderna,11475464
2021-11-28,France,Oxford/AstraZeneca,7803459
2021-11-28,France,Pfizer/BioNTech,84586626
2021-11-28,Germany,Johnson&Johnson,3453789
2021-11-28,Germany,Moderna,10321173
2021-11-28,Germany,Oxford/AstraZeneca,12719237
2021-11-28,Germany,Pfizer/BioNTech,95666973
2021-11-28,Italy,Johnson&Johnson,1495801
2021-11-28,Italy,Moderna,12546510
2021-11-28,Italy,Pfizer/BioNTech,69555431
2021-11-28,Latvia,Johnson&Johnson,270409
2021-11-28,Latvia,Moderna,393568
2021-11-28,Latvia,Oxford/AstraZeneca,262578
2021-11-28,Latvia,Pfizer/BioNTech,1325247
2021-11-28,South Korea,Johnson&Johnson,1512575
2021-11-28,South Korea,Moderna,13786019
2021-11-28,South Korea,Oxford/AstraZeneca,22149349
2021-11-28,South Korea,Pfizer/BioNTech,47338258
2021-11-28,Switzerland,Johnson&Johnson,37901
2021-11-28,Switzerland,Moderna,7627018
2021-11-28,Switzerland,Pfizer/BioNTech,4134224
