Date,Country,Vaccine,NumberOfVaccinated
2021-08-06,Austria,Johnson&Johnson,212860
2021-08-06,Austria,Moderna,977465
2021-08-06,Austria,Oxford/AstraZeneca,1572948
2021-08-06,Austria,Pfizer/BioNTech,6966910
2021-08-06,Belgium,Johnson&Johnson,319928
2021-08-06,Belgium,Moderna,1251731
2021-08-06,Belgium,Oxford/AstraZeneca,2673762
2021-08-06,Belgium,Pfizer/BioNTech,10145990
2021-08-06,Chile,CanSino,508797
2021-08-06,Chile,Oxford/AstraZeneca,466261
2021-08-06,Chile,Pfizer/BioNTech,6557076
2021-08-06,Chile,Sinovac,18752132
2021-08-06,Czechia,Johnson&Johnson,155278
2021-08-06,Czechia,Moderna,863876
2021-08-06,Czechia,Oxford/AstraZeneca,864995
2021-08-06,Czechia,Pfizer/BioNTech,8751818
2021-08-06,Estonia,Johnson&Johnson,38191
2021-08-06,Estonia,Moderna,106685
2021-08-06,Estonia,Oxford/AstraZeneca,236109
2021-08-06,Estonia,Pfizer/BioNTech,769293
2021-08-06,Finland,Moderna,549142
2021-08-06,Finland,Oxford/AstraZeneca,552077
2021-08-06,Finland,Pfizer/BioNTech,4576456
2021-08-06,France,Johnson&Johnson,914079
2021-08-06,France,Moderna,7553757
2021-08-06,France,Oxford/AstraZeneca,7734130
2021-08-06,France,Pfizer/BioNTech,60923928
2021-08-06,Germany,Johnson&Johnson,2499111
2021-08-06,Germany,Moderna,8699966
2021-08-06,Germany,Oxford/AstraZeneca,12545269
2021-08-06,Germany,Pfizer/BioNTech,71081911
2021-08-06,Hungary,Johnson&Johnson,121527
2021-08-06,Hungary,Moderna,680613
2021-08-06,Hungary,Oxford/AstraZeneca,1240410
2021-08-06,Hungary,Pfizer/BioNTech,4578174
2021-08-06,Hungary,Sinopharm/Beijing,2096148
2021-08-06,Hungary,Sputnik V,1813006
2021-08-06,Ireland,Johnson&Johnson,222817
2021-08-06,Ireland,Moderna,530509
2021-08-06,Ireland,Oxford/AstraZeneca,1186386
2021-08-06,Ireland,Pfizer/BioNTech,4088824
2021-08-06,Italy,Johnson&Johnson,1371960
2021-08-06,Italy,Moderna,7608792
2021-08-06,Italy,Oxford/AstraZeneca,11837035
2021-08-06,Italy,Pfizer/BioNTech,50376455
2021-08-06,Latvia,Johnson&Johnson,104104
2021-08-06,Latvia,Moderna,223048
2021-08-06,Latvia,Oxford/AstraZeneca,293876
2021-08-06,Latvia,Pfizer/BioNTech,763832
2021-08-06,Lithuania,Johnson&Johnson,212964
2021-08-06,Lithuania,Moderna,229205
2021-08-06,Lithuania,Oxford/AstraZeneca,522300
2021-08-06,Lithuania,Pfizer/BioNTech,1814811
2021-08-06,Luxembourg,Johnson&Johnson,32871
2021-08-06,Luxembourg,Moderna,66407
2021-08-06,Luxembourg,Oxford/AstraZeneca,104940
2021-08-06,Luxembourg,Pfizer/BioNTech,475010
2021-08-06,Netherlands,Johnson&Johnson,770699
2021-08-06,Netherlands,Moderna,1839859
2021-08-06,Netherlands,Oxford/AstraZeneca,2837382
2021-08-06,Netherlands,Pfizer/BioNTech,15376137
2021-08-06,Poland,Johnson&Johnson,1479234
2021-08-06,Poland,Moderna,3012549
2021-08-06,Poland,Oxford/AstraZeneca,5262074
2021-08-06,Poland,Pfizer/BioNTech,24013717
2021-08-06,Portugal,Johnson&Johnson,752587
2021-08-06,Portugal,Moderna,1344830
2021-08-06,Portugal,Oxford/AstraZeneca,2214912
2021-08-06,Portugal,Pfizer/BioNTech,8847009
2021-08-06,Slovakia,Johnson&Johnson,36663
2021-08-06,Slovakia,Moderna,443944
2021-08-06,Slovakia,Oxford/AstraZeneca,836028
2021-08-06,Slovakia,Pfizer/BioNTech,2812185
2021-08-06,Slovakia,Sputnik V,35304
2021-08-06,Spain,Johnson&Johnson,1843639
2021-08-06,Spain,Moderna,6200468
2021-08-06,Spain,Oxford/AstraZeneca,9618212
2021-08-06,Spain,Pfizer/BioNTech,39862660
2021-08-06,Sweden,Moderna,1183074
2021-08-06,Sweden,Oxford/AstraZeneca,1326943
2021-08-06,Sweden,Pfizer/BioNTech,8281676
2021-08-06,Switzerland,Moderna,6064405
2021-08-06,Switzerland,Pfizer/BioNTech,3051058
2021-08-06,United States,Johnson&Johnson,13596515
2021-08-06,United States,Moderna,139969467
2021-08-06,United States,Pfizer/BioNTech,195903754
