tDate,Country,Vaccine,NumberOfVaccinated
2022-12-08,Czechia,Johnson&Johnson,413949
2022-12-08,Czechia,Moderna,1640367
2022-12-08,Czechia,Novavax,10970
2022-12-08,Czechia,Pfizer/BioNTech,15616239
2022-12-08,France,Johnson&Johnson,1090186
2022-12-08,France,Moderna,24062374
2022-12-08,France,Novavax,35657
2022-12-08,France,Pfizer/BioNTech,119196834
2022-12-08,Germany,Johnson&Johnson,3756577
2022-12-08,Germany,Moderna,31557621
2022-12-08,Germany,Novavax,155550
2022-12-08,Germany,Pfizer/BioNTech,137906505
2022-12-08,Germany,Valneva,4579
2022-12-08,Italy,Moderna,34270558
2022-12-08,Italy,Pfizer/BioNTech,95003004
2022-12-08,Japan,Moderna,81776478
2022-12-08,Japan,Novavax,262982
2022-12-08,Japan,Pfizer/BioNTech,274124450
2022-12-08,South Korea,Johnson&Johnson,1545054
2022-12-08,South Korea,Moderna,25278901
2022-12-08,South Korea,Novavax,883153
2022-12-08,South Korea,Pfizer/BioNTech,81418294
2022-12-08,South Korea,SKYCovione,2221
