tDate,Country,Vaccine,NumberOfVaccinated
2021-09-06,Chile,CanSino,552322
2021-09-06,Chile,Oxford/AstraZeneca,494079
2021-09-06,Chile,Pfizer/BioNTech,7220661
2021-09-06,Chile,Sinovac,19433751
2021-09-06,Czechia,Johnson&Johnson,208801
2021-09-06,Czechia,Moderna,902353
2021-09-06,Czechia,Oxford/AstraZeneca,879251
2021-09-06,Czechia,Pfizer/BioNTech,9577473
2021-09-06,France,Johnson&Johnson,1023164
2021-09-06,France,Moderna,9385246
2021-09-06,France,Oxford/AstraZeneca,7781535
2021-09-06,France,Pfizer/BioNTech,71803707
2021-09-06,Germany,Johnson&Johnson,2927678
2021-09-06,Germany,Moderna,9466707
2021-09-06,Germany,Oxford/AstraZeneca,12665162
2021-09-06,Germany,Pfizer/BioNTech,78046568
2021-09-06,Iceland,Johnson&Johnson,53730
2021-09-06,Iceland,Moderna,60780
2021-09-06,Iceland,Oxford/AstraZeneca,115413
2021-09-06,Iceland,Pfizer/BioNTech,300912
2021-09-06,Italy,Johnson&Johnson,1449257
2021-09-06,Italy,Moderna,9557393
2021-09-06,Italy,Oxford/AstraZeneca,12125806
2021-09-06,Italy,Pfizer/BioNTech,56348684
2021-09-06,Latvia,Johnson&Johnson,111747
2021-09-06,Latvia,Moderna,235167
2021-09-06,Latvia,Oxford/AstraZeneca,289833
2021-09-06,Latvia,Pfizer/BioNTech,894308
2021-09-06,Lithuania,Johnson&Johnson,359682
2021-09-06,Lithuania,Moderna,251050
2021-09-06,Lithuania,Oxford/AstraZeneca,531894
2021-09-06,Lithuania,Pfizer/BioNTech,2076209
2021-09-06,South Korea,Johnson&Johnson,1278251
2021-09-06,South Korea,Moderna,2860455
2021-09-06,South Korea,Oxford/AstraZeneca,21353165
2021-09-06,South Korea,Pfizer/BioNTech,22369397
2021-09-06,Switzerland,Moderna,6466384
2021-09-06,Switzerland,Pfizer/BioNTech,3279603
