tDate,Country,Vaccine,NumberOfVaccinated
2022-06-20,Chile,Pfizer/BioNTech,8007144
2022-06-20,Chile,Sinovac,25846983
2022-06-20,Czechia,Johnson&Johnson,413026
2022-06-20,Czechia,Moderna,1600954
2022-06-20,Czechia,Novavax,8439
2022-06-20,Czechia,Pfizer/BioNTech,14751303
2022-06-20,France,Johnson&Johnson,1087940
2022-06-20,France,Moderna,23727439
2022-06-20,France,Novavax,23818
2022-06-20,France,Pfizer/BioNTech,112603994
2022-06-20,Germany,Johnson&Johnson,3746994
2022-06-20,Germany,Moderna,31171877
2022-06-20,Germany,Novavax,126998
2022-06-20,Germany,Oxford/AstraZeneca,12794537
2022-06-20,Germany,Pfizer/BioNTech,134584488
2022-06-20,Italy,Moderna,34136337
2022-06-20,Italy,Novavax,42081
2022-06-20,Italy,Pfizer/BioNTech,90253439
2022-06-20,Japan,Moderna,65022991
2022-06-20,Japan,Novavax,18991
2022-06-20,Japan,Pfizer/BioNTech,218615523
2022-06-20,Latvia,Johnson&Johnson,293744
2022-06-20,Latvia,Moderna,714982
2022-06-20,Latvia,Novavax,397
2022-06-20,Latvia,Pfizer/BioNTech,1622584
2022-06-20,South Korea,Johnson&Johnson,1543473
2022-06-20,South Korea,Moderna,24720917
2022-06-20,South Korea,Novavax,563028
2022-06-20,South Korea,Pfizer/BioNTech,78536464
2022-06-20,Switzerland,Johnson&Johnson,61221
2022-06-20,Switzerland,Moderna,9810242
2022-06-20,Switzerland,Pfizer/BioNTech,5861333
