tDate,Country,Vaccine,NumberOfVaccinated
2022-12-20,Czechia,Johnson&Johnson,414012
2022-12-20,Czechia,Moderna,1640612
2022-12-20,Czechia,Novavax,11033
2022-12-20,Czechia,Pfizer/BioNTech,15633760
2022-12-20,France,Johnson&Johnson,1090319
2022-12-20,France,Moderna,24089367
2022-12-20,France,Novavax,36407
2022-12-20,France,Pfizer/BioNTech,120018193
2022-12-20,Germany,Johnson&Johnson,3756889
2022-12-20,Germany,Moderna,31558781
2022-12-20,Germany,Novavax,156340
2022-12-20,Germany,Pfizer/BioNTech,137935763
2022-12-20,Germany,Valneva,5042
2022-12-20,Italy,Moderna,34279381
2022-12-20,Italy,Pfizer/BioNTech,95266356
2022-12-20,Japan,Moderna,82442926
2022-12-20,Japan,Novavax,272186
2022-12-20,Japan,Pfizer/BioNTech,283269002
2022-12-20,South Korea,Johnson&Johnson,1518110
2022-12-20,South Korea,Novavax,252025
2022-12-20,South Korea,Pfizer/BioNTech,52597135
2022-12-20,South Korea,SKYCovione,415
