tDate,Country,Vaccine,NumberOfVaccinated
2022-09-01,Czechia,Johnson&Johnson,413621
2022-09-01,Czechia,Moderna,1623648
2022-09-01,Czechia,Novavax,9998
2022-09-01,Czechia,Pfizer/BioNTech,14980641
2022-09-01,France,Moderna,23914362
2022-09-01,France,Novavax,31429
2022-09-01,France,Pfizer/BioNTech,116509599
2022-09-01,Germany,Johnson&Johnson,3750351
2022-09-01,Germany,Moderna,31451846
2022-09-01,Germany,Novavax,141118
2022-09-01,Germany,Pfizer/BioNTech,136588900
2022-09-01,Italy,Moderna,34230702
2022-09-01,Italy,Novavax,42876
2022-09-01,Italy,Pfizer/BioNTech,92426363
2022-09-01,Japan,Moderna,75589553
2022-09-01,Japan,Novavax,173226
2022-09-01,Japan,Pfizer/BioNTech,240054029
2022-09-01,South Korea,Johnson&Johnson,1544205
2022-09-01,South Korea,Moderna,25192546
2022-09-01,South Korea,Novavax,794046
2022-09-01,South Korea,Pfizer/BioNTech,80981679
