tDate,Country,Vaccine,NumberOfVaccinated
2021-05-10,Chile,Oxford/AstraZeneca,86066
2021-05-10,Chile,Pfizer/BioNTech,2404998
2021-05-10,Chile,Sinovac,13395513
2021-05-10,Czechia,Johnson&Johnson,16758
2021-05-10,Czechia,Moderna,366673
2021-05-10,Czechia,Oxford/AstraZeneca,412719
2021-05-10,Czechia,Pfizer/BioNTech,2960081
2021-05-10,France,Johnson&Johnson,121097
2021-05-10,France,Moderna,2233951
2021-05-10,France,Oxford/AstraZeneca,4228682
2021-05-10,France,Pfizer/BioNTech,19762935
2021-05-10,Germany,Johnson&Johnson,29767
2021-05-10,Germany,Moderna,2446943
2021-05-10,Germany,Oxford/AstraZeneca,7025268
2021-05-10,Germany,Pfizer/BioNTech,26468594
2021-05-10,Iceland,Johnson&Johnson,8450
2021-05-10,Iceland,Moderna,15358
2021-05-10,Iceland,Oxford/AstraZeneca,60079
2021-05-10,Iceland,Pfizer/BioNTech,104493
2021-05-10,Italy,Johnson&Johnson,192219
2021-05-10,Italy,Moderna,1970127
2021-05-10,Italy,Oxford/AstraZeneca,5367039
2021-05-10,Italy,Pfizer/BioNTech,17156127
2021-05-10,Latvia,Johnson&Johnson,1047
2021-05-10,Latvia,Moderna,91726
2021-05-10,Latvia,Oxford/AstraZeneca,158308
2021-05-10,Latvia,Pfizer/BioNTech,168955
2021-05-10,Lithuania,Johnson&Johnson,5670
2021-05-10,Lithuania,Moderna,104721
2021-05-10,Lithuania,Oxford/AstraZeneca,269781
2021-05-10,Lithuania,Pfizer/BioNTech,813213
2021-05-10,Switzerland,Moderna,1726000
2021-05-10,Switzerland,Pfizer/BioNTech,1637091
2021-05-10,United States,Johnson&Johnson,9038423
2021-05-10,United States,Moderna,112529278
2021-05-10,United States,Pfizer/BioNTech,139838655
