Date,Country,Vaccine,NumberOfVaccinated
2021-09-22,Chile,CanSino,563335
2021-09-22,Chile,Oxford/AstraZeneca,503438
2021-09-22,Chile,Pfizer/BioNTech,7279024
2021-09-22,Chile,Sinovac,20048012
2021-09-22,Czechia,Johnson&Johnson,228224
2021-09-22,Czechia,Moderna,915394
2021-09-22,Czechia,Oxford/AstraZeneca,881136
2021-09-22,Czechia,Pfizer/BioNTech,9725543
2021-09-22,France,Johnson&Johnson,1037494
2021-09-22,France,Moderna,10120761
2021-09-22,France,Oxford/AstraZeneca,7787052
2021-09-22,France,Pfizer/BioNTech,74689122
2021-09-22,Germany,Johnson&Johnson,3113545
2021-09-22,Germany,Moderna,9618671
2021-09-22,Germany,Oxford/AstraZeneca,12683907
2021-09-22,Germany,Pfizer/BioNTech,80974820
2021-09-22,Iceland,Johnson&Johnson,53826
2021-09-22,Iceland,Moderna,62399
2021-09-22,Iceland,Oxford/AstraZeneca,115455
2021-09-22,Iceland,Pfizer/BioNTech,319430
2021-09-22,Italy,Johnson&Johnson,1467395
2021-09-22,Italy,Moderna,10404496
2021-09-22,Italy,Oxford/AstraZeneca,12141764
2021-09-22,Italy,Pfizer/BioNTech,59201717
2021-09-22,Latvia,Johnson&Johnson,115396
2021-09-22,Latvia,Moderna,242950
2021-09-22,Latvia,Oxford/AstraZeneca,277247
2021-09-22,Latvia,Pfizer/BioNTech,962665
2021-09-22,South Korea,Johnson&Johnson,1415913
2021-09-22,South Korea,Moderna,5317654
2021-09-22,South Korea,Oxford/AstraZeneca,21407519
2021-09-22,South Korea,Pfizer/BioNTech,29224083
2021-09-22,Switzerland,Moderna,6764033
2021-09-22,Switzerland,Pfizer/BioNTech,3469780
2021-09-22,United States,Johnson&Johnson,14889245
2021-09-22,United States,Moderna,150295981
2021-09-22,United States,Pfizer/BioNTech,221929245
