Date,Country,Vaccine,NumberOfVaccinated
2021-08-05,Chile,CanSino,508625
2021-08-05,Chile,Oxford/AstraZeneca,465026
2021-08-05,Chile,Pfizer/BioNTech,6526419
2021-08-05,Chile,Sinovac,18749763
2021-08-05,Czechia,Johnson&Johnson,152471
2021-08-05,Czechia,Moderna,862349
2021-08-05,Czechia,Oxford/AstraZeneca,863410
2021-08-05,Czechia,Pfizer/BioNTech,8702121
2021-08-05,France,Johnson&Johnson,904740
2021-08-05,France,Moderna,7454898
2021-08-05,France,Oxford/AstraZeneca,7728958
2021-08-05,France,Pfizer/BioNTech,60416994
2021-08-05,Germany,Johnson&Johnson,2484325
2021-08-05,Germany,Moderna,8665251
2021-08-05,Germany,Oxford/AstraZeneca,12537974
2021-08-05,Germany,Pfizer/BioNTech,70708661
2021-08-05,Iceland,Johnson&Johnson,53290
2021-08-05,Iceland,Moderna,41994
2021-08-05,Iceland,Oxford/AstraZeneca,115277
2021-08-05,Iceland,Pfizer/BioNTech,266644
2021-08-05,Italy,Johnson&Johnson,1368665
2021-08-05,Italy,Moderna,7527438
2021-08-05,Italy,Oxford/AstraZeneca,11804505
2021-08-05,Italy,Pfizer/BioNTech,50062586
2021-08-05,Latvia,Johnson&Johnson,103342
2021-08-05,Latvia,Moderna,222626
2021-08-05,Latvia,Oxford/AstraZeneca,293855
2021-08-05,Latvia,Pfizer/BioNTech,758730
2021-08-05,Lithuania,Johnson&Johnson,195876
2021-08-05,Lithuania,Moderna,228323
2021-08-05,Lithuania,Oxford/AstraZeneca,521209
2021-08-05,Lithuania,Pfizer/BioNTech,1802265
2021-08-05,Switzerland,Moderna,6044258
2021-08-05,Switzerland,Pfizer/BioNTech,3043616
2021-08-05,United States,Johnson&Johnson,13557377
2021-08-05,United States,Moderna,139742533
2021-08-05,United States,Pfizer/BioNTech,195351697
